Time,cpu_util_percent,mem_util_percent,mem_gps,mpki,net_in,net_out,disk_usage_percent
65520,50.5,94.0,0.0,0.0,36.745,28.78,5.0
65550,71.0,93.0,0.0,0.0,34.64,25.9,6.0
65570,39.0,93.5,0.0,0.0,38.815,31.315,5.0
65580,37.5,91.5,0.0,0.0,37.935,29.16,6.0
65590,41.0,92.0,0.0,0.0,38.78,30.97,5.0
65630,13.5,92.5,0.0,0.0,30.875,24.965,2.5
65650,29.0,92.0,0.0,0.0,38.85,31.66,6.0
65670,43.0,94.0,0.0,0.0,38.85,31.66,6.0
65690,33.0,92.0,0.0,0.0,38.86,31.66,6.0
65700,78.0,91.0,0.0,0.0,34.64,25.9,3.0
65710,78.0,91.0,0.0,0.0,34.64,25.9,3.0
65770,9.0,92.0,0.0,0.0,22.9,18.27,1.0
65790,31.0,90.0,0.0,0.0,37.1,27.36,17.0
65800,46.0,90.0,0.0,0.0,38.78,30.98,5.0
65820,5.0,92.0,0.0,0.0,22.9,18.27,1.0
65830,35.0,90.0,0.0,0.0,37.94,29.17,5.5
65850,25.0,90.0,0.0,0.0,37.1,27.36,5.0
65870,40.0,91.0,0.0,0.0,38.78,30.98,6.0
65900,6.0,93.0,0.0,0.0,22.9,18.27,1.0
65930,74.0,90.0,0.0,0.0,34.65,25.91,3.0
65970,45.0,91.0,0.0,0.0,37.1,27.36,4.0
65980,32.0,91.0,0.0,0.0,37.1,27.36,4.0
66000,25.0,93.0,0.0,0.0,38.86,31.66,6.0
66010,31.0,92.0,0.0,0.0,37.1,27.36,8.0
66040,43.5,91.5,0.0,0.0,28.775,22.09,3.5
66050,79.0,90.0,0.0,0.0,34.65,25.91,6.0
66110,50.0,91.0,0.0,0.0,38.78,30.98,4.0
66120,5.0,92.0,0.0,0.0,22.9,18.27,1.0
66130,42.0,89.0,0.0,0.0,37.1,27.36,2.0
66140,37.0,91.0,0.0,0.0,38.78,30.98,4.0
66160,40.0,91.0,0.0,0.0,38.78,30.98,4.0
66170,49.0,92.0,0.0,0.0,38.78,30.98,4.0
66190,6.0,92.0,0.0,0.0,22.9,18.27,1.0
66260,6.0,92.0,0.0,0.0,22.9,18.28,1.0
66280,72.0,91.0,0.0,0.0,34.65,25.91,3.0
66300,37.0,92.0,0.0,0.0,38.79,30.98,5.0
66360,69.0,91.0,0.0,0.0,34.65,25.91,3.0
66380,26.0,94.0,0.0,0.0,38.86,31.67,3.0
66410,16.5,91.0,0.0,0.0,30.01,22.82,9.5
66440,30.0,90.0,0.0,0.0,37.11,27.36,2.0
66450,45.0,93.0,0.0,0.0,38.79,30.98,4.0
66500,28.0,94.0,0.0,0.0,38.87,31.67,4.0
66510,24.0,89.0,0.0,0.0,37.11,27.36,22.0
66520,6.0,92.0,0.0,0.0,22.91,18.28,1.0
66550,7.0,93.0,0.0,0.0,22.91,18.28,2.0
66580,53.0,93.0,0.0,0.0,38.79,30.98,5.0
66610,29.0,93.0,0.0,0.0,38.87,31.67,3.0
66670,45.0,92.0,0.0,0.0,38.79,30.99,6.0
66690,26.0,90.0,0.0,0.0,37.11,27.36,2.0
66740,26.0,90.0,0.0,0.0,37.11,27.37,28.0
66760,23.5,93.0,0.0,0.0,30.85,24.635,3.0
66770,5.0,93.0,0.0,0.0,22.91,18.28,1.0
66810,23.0,89.0,0.0,0.0,37.11,27.37,8.0
66820,22.0,93.0,0.0,0.0,38.87,31.67,3.0
66880,23.0,93.0,0.0,0.0,38.87,31.67,2.0
66890,40.5,94.0,0.0,0.0,38.835,31.33,3.5
66900,29.0,91.0,0.0,0.0,37.11,27.37,4.0
66910,7.0,93.0,0.0,0.0,22.91,18.28,1.0
66940,23.5,93.0,0.0,0.0,30.855,24.635,3.0
66980,18.0,94.0,0.0,0.0,38.87,31.68,6.0
66990,24.0,90.0,0.0,0.0,37.11,27.37,29.0
67000,5.0,93.0,0.0,0.0,22.91,18.28,1.0
67010,5.0,93.0,0.0,0.0,22.91,18.28,1.0
67020,32.0,95.0,0.0,0.0,38.87,31.68,8.0
67050,24.0,95.0,0.0,0.0,38.87,31.68,8.0
67060,40.0,94.0,0.0,0.0,38.8,30.99,5.0
67070,27.5,93.5,0.0,0.0,30.855,24.635,3.0
67080,24.0,93.5,0.0,0.0,30.855,24.635,3.0
67100,6.0,93.0,0.0,0.0,22.91,18.28,1.0
67110,22.0,95.0,0.0,0.0,38.87,31.68,5.0
67130,26.0,95.0,0.0,0.0,38.87,31.68,5.0
67210,41.0,93.0,0.0,0.0,38.8,30.99,5.0
67240,27.0,95.0,0.0,0.0,38.88,31.68,2.0
67250,25.0,95.0,0.0,0.0,38.88,31.68,2.0
67260,27.0,95.0,0.0,0.0,38.88,31.68,6.0
67330,25.0,90.0,0.0,0.0,37.96,29.18,12.0
67340,21.0,91.0,0.0,0.0,38.88,31.68,6.0
67350,6.0,93.0,0.0,0.0,22.91,18.28,1.0
67380,42.0,90.0,0.0,0.0,38.8,30.99,4.0
67410,14.5,91.0,0.0,0.0,30.015,22.825,1.5
67450,47.0,90.0,0.0,0.0,38.8,31.0,4.0
67460,49.0,90.0,0.0,0.0,38.8,31.0,4.0
67480,20.0,89.0,0.0,0.0,37.12,27.37,32.0
67550,25.0,92.0,0.0,0.0,38.88,31.68,5.0
67570,7.0,93.0,0.0,0.0,22.91,18.28,1.0
67600,21.0,92.0,0.0,0.0,38.88,31.68,13.0
67610,15.5,92.5,0.0,0.0,30.895,24.98,7.0
67670,15.0,91.0,0.0,0.0,38.88,31.68,4.0
67690,6.0,93.0,0.0,0.0,22.91,18.28,1.0
67740,16.0,91.0,0.0,0.0,38.88,31.68,3.0
67780,24.0,90.0,0.0,0.0,37.12,27.37,2.0
67800,48.0,92.0,0.0,0.0,38.8,31.0,4.0
67820,30.0,90.0,0.0,0.0,37.12,27.37,22.0
67840,5.0,93.0,0.0,0.0,22.91,18.28,1.0
67850,30.0,91.0,0.0,0.0,37.12,27.38,22.0
67860,23.0,91.0,0.0,0.0,37.12,27.38,7.0
67900,5.0,93.0,0.0,0.0,22.91,18.28,1.0
67910,21.0,90.0,0.0,0.0,41.9,31.11,3.0
67930,19.0,90.0,0.0,0.0,37.13,27.38,29.0
67970,28.0,90.0,0.0,0.0,37.13,27.38,29.0
68000,27.0,89.0,0.0,0.0,41.9,31.12,3.0
68020,24.0,90.0,0.0,0.0,37.13,27.38,9.0
68050,22.0,89.0,0.0,0.0,41.9,31.12,3.0
68070,18.0,89.0,0.0,0.0,41.9,31.12,3.0
68100,24.0,90.0,0.0,0.0,41.9,31.12,3.0
68140,27.0,95.0,0.0,0.0,38.89,31.69,2.0
68160,17.0,92.0,0.0,0.0,32.405,24.7,2.0
68190,44.0,93.0,0.0,0.0,38.81,31.0,4.0
68360,54.0,93.0,0.0,0.0,38.81,31.0,5.0
68370,23.0,93.0,0.0,0.0,37.13,27.38,10.0
68390,20.0,90.0,0.0,0.0,41.91,31.12,3.0
68400,20.0,91.0,0.0,0.0,37.13,27.38,30.0
68410,21.0,90.0,0.0,0.0,39.52,29.25,16.0
68420,19.0,94.0,0.0,0.0,38.89,31.69,4.0
68430,5.0,93.0,0.0,0.0,22.91,18.28,1.0
68470,6.0,93.0,0.0,0.0,22.91,18.28,1.0
68500,20.0,93.0,0.0,0.0,38.89,31.69,3.0
68510,46.0,90.0,0.0,0.0,38.81,31.01,5.0
68520,26.0,90.0,0.0,0.0,41.91,31.12,4.0
68530,44.0,91.0,0.0,0.0,38.81,31.01,5.0
68540,53.0,90.0,0.0,0.0,38.81,31.01,5.0
68550,20.0,90.0,0.0,0.0,37.13,27.38,21.0
68560,6.0,93.0,0.0,0.0,22.91,18.28,1.0
68600,21.0,90.0,0.0,0.0,41.91,31.12,9.0
68650,42.0,91.0,0.0,0.0,41.91,31.12,12.0
68670,5.0,93.0,0.0,0.0,22.91,18.28,1.0
68680,6.0,93.0,0.0,0.0,22.91,18.28,1.0
68730,31.0,92.0,0.0,0.0,37.13,27.38,13.0
68790,29.0,93.0,0.0,0.0,37.14,27.38,30.0
68800,39.0,96.0,0.0,0.0,38.89,31.69,3.0
68810,21.0,94.5,0.0,0.0,30.9,24.985,2.0
68820,37.0,95.0,0.0,0.0,38.89,31.69,5.0
68840,45.0,93.0,0.0,0.0,38.82,31.01,12.0
68890,28.0,90.0,0.0,0.0,41.91,31.13,13.0
68920,32.0,95.0,0.0,0.0,38.9,31.69,4.0
68940,43.0,92.0,0.0,0.0,38.82,31.01,10.0
68960,43.0,92.0,0.0,0.0,38.82,31.01,10.0
68980,52.0,92.0,0.0,0.0,38.82,31.01,10.0
69000,18.5,94.0,0.0,0.0,30.905,24.99,1.5
69040,39.0,91.0,0.0,0.0,41.92,31.13,12.0
69050,33.0,94.0,0.0,0.0,38.9,31.7,2.0
69090,5.0,93.0,0.0,0.0,22.91,18.28,1.0
69100,30.0,91.0,0.0,0.0,41.92,31.13,19.0
69120,23.0,93.0,0.0,0.0,38.9,31.7,4.0
69150,32.0,91.5,0.0,0.0,40.37,31.07,5.0
69170,30.0,92.0,0.0,0.0,37.14,27.39,38.0
69190,27.0,91.0,0.0,0.0,41.92,31.13,3.0
69210,45.0,92.0,0.0,0.0,38.82,31.01,5.0
69220,31.0,93.0,0.0,0.0,37.14,27.39,2.0
69230,25.0,92.6667,0.0,0.0,39.32,30.0733,2.3333
69250,36.0,91.0,0.0,0.0,40.37,31.07,3.5
69260,33.6667,92.3333,0.0,0.0,39.88,31.28,3.3333
69270,55.0,92.0,0.0,0.0,38.82,31.01,5.0
69300,15.6667,92.0,0.0,0.0,34.5767,27.0367,3.6667
69310,32.0,90.6667,0.0,0.0,39.2933,29.8433,6.0
69320,43.0,92.0,0.0,0.0,38.82,31.01,5.0
69330,25.0,92.0,0.0,0.0,32.415,24.705,3.0
69340,31.0,93.0,0.0,0.0,37.14,27.39,8.0
69350,29.0,93.0,0.0,0.0,37.14,27.39,8.0
69360,5.0,93.0,0.0,0.0,22.91,18.28,1.0
69370,6.0,93.0,0.0,0.0,22.91,18.28,1.0
69400,43.0,92.0,0.0,0.0,38.82,31.02,5.0
69410,27.0,94.0,0.0,0.0,40.415,31.415,4.5
69440,6.0,93.0,0.0,0.0,22.91,18.28,1.0
69470,48.0,92.0,0.0,0.0,38.83,31.02,5.0
69480,26.0,95.0,0.0,0.0,38.91,31.7,3.0
69520,26.0,93.0,0.0,0.0,37.15,27.39,35.0
69540,43.0,92.0,0.0,0.0,38.83,31.02,4.0
69570,26.0,93.0,0.0,0.0,37.15,27.39,4.0
69580,49.0,92.0,0.0,0.0,38.83,31.02,4.0
69590,15.0,94.5,0.0,0.0,30.91,24.995,2.0
69640,24.0,93.5,0.0,0.0,40.42,31.425,3.5
69650,26.0,92.0,0.0,0.0,37.15,27.39,25.0
69670,36.0,92.0,0.0,0.0,41.93,31.14,4.0
69680,44.0,93.5,0.0,0.0,40.38,31.08,4.5
69690,27.0,91.0,0.0,0.0,37.15,27.39,13.0
69700,40.0,92.0,0.0,0.0,41.93,31.14,4.0
69710,26.0,92.0,0.0,0.0,37.15,27.39,13.0
69730,42.0,94.0,0.0,0.0,38.83,31.02,7.0
69770,30.0,92.0,0.0,0.0,41.93,31.14,3.0
69790,33.0,97.0,0.0,0.0,38.92,31.71,3.0
69800,24.0,96.0,0.0,0.0,38.92,31.71,3.0
69830,41.0,94.0,0.0,0.0,38.83,31.02,6.0
69860,27.0,93.0,0.0,0.0,37.15,27.39,25.0
69890,24.0,93.0,0.0,0.0,37.15,27.39,25.0
69900,25.0,91.0,0.0,0.0,41.93,31.14,2.0
69990,26.0,94.0,0.0,0.0,37.15,27.39,30.0
70010,20.0,90.0,0.0,0.0,41.94,31.14,3.0
70080,41.0,93.0,0.0,0.0,38.83,31.02,4.0
70100,27.0,92.0,0.0,0.0,37.15,27.4,18.0
70130,51.0,93.0,0.0,0.0,38.83,31.02,4.0
70140,23.0,92.0,0.0,0.0,37.15,27.4,15.0
70150,23.5,93.5,0.0,0.0,38.04,29.565,9.5
70160,33.5,91.0,0.0,0.0,37.99,29.21,9.5
70200,23.0,95.0,0.0,0.0,38.93,31.73,3.0
70250,22.0,95.0,0.0,0.0,38.93,31.73,3.0
70260,25.0,93.0,0.0,0.0,37.15,27.4,17.0
70270,26.0,95.0,0.0,0.0,38.93,31.73,2.0
70290,26.0,94.0,0.0,0.0,37.15,27.4,17.0
70330,44.0,92.0,0.0,0.0,38.84,31.02,5.0
70350,26.0,91.0,0.0,0.0,41.94,31.14,4.0
70360,42.0,92.0,0.0,0.0,38.84,31.02,5.0
70390,36.0,92.0,0.0,0.0,41.94,31.14,5.0
70400,33.0,91.5,0.0,0.0,39.55,29.27,11.0
70430,55.0,93.0,0.0,0.0,38.84,31.03,5.0
70470,20.0,91.0,0.0,0.0,37.16,27.4,28.0
70510,25.0,91.5,0.0,0.0,39.55,29.275,11.0
70520,30.0,91.5,0.0,0.0,38.0,29.215,12.0
70540,24.0,92.0,0.0,0.0,41.95,31.15,3.0
70550,18.5,93.0,0.0,0.0,40.445,31.445,3.0
70600,55.0,93.0,0.0,0.0,38.84,31.03,5.0
70650,21.0,95.0,0.0,0.0,38.94,31.74,2.0
70680,24.0,91.0,0.0,0.0,41.95,31.15,5.0
70700,24.0,95.0,0.0,0.0,38.94,31.75,2.0
70720,25.0,91.0,0.0,0.0,41.95,31.15,5.0
70750,39.0,91.0,0.0,0.0,38.84,31.03,6.0
70760,26.0,92.0,0.0,0.0,41.95,31.15,5.0
70790,25.0,93.5,0.0,0.0,38.055,29.575,2.5
70810,38.5,92.5,0.0,0.0,39.555,29.275,21.5
70830,48.0,93.0,0.0,0.0,38.84,31.03,6.0
70840,30.0,93.0,0.0,0.0,37.16,27.4,38.0
70880,27.0,92.0,0.0,0.0,41.95,31.15,9.0
70910,42.0,93.5,0.0,0.0,38.895,31.39,4.5
70930,53.0,93.0,0.0,0.0,38.84,31.03,7.0
70940,32.0,93.0,0.0,0.0,41.95,31.15,6.0
70950,26.0,95.0,0.0,0.0,38.95,31.76,3.0
70960,40.0,93.0,0.0,0.0,38.005,29.215,11.0
71020,24.0,95.0,0.0,0.0,38.95,31.76,4.0
71030,26.0,93.0,0.0,0.0,41.95,31.16,6.0
71040,25.0,95.0,0.0,0.0,38.96,31.76,3.0
71050,25.0,93.0,0.0,0.0,41.96,31.16,4.0
71070,24.0,93.0,0.0,0.0,41.96,31.16,4.0
71100,23.0,92.0,0.0,0.0,37.16,27.4,2.0
71120,30.5,93.0,0.0,0.0,40.405,31.1,4.0
71160,26.0,94.0,0.0,0.0,38.85,31.04,5.0
71190,22.0,92.0,0.0,0.0,37.16,27.41,34.0
71200,24.0,92.0,0.0,0.0,37.16,27.41,34.0
71230,23.0,92.0,0.0,0.0,37.17,27.41,9.0
71310,18.0,94.0,0.0,0.0,38.96,31.77,3.0
71340,23.0,91.0,0.0,0.0,37.17,27.41,18.0
71390,19.0,93.0,0.0,0.0,38.91,31.405,3.5
71430,16.0,92.0,0.0,0.0,38.85,31.04,4.0
71440,29.0,91.0,0.0,0.0,37.17,27.41,31.0
71520,26.0,90.0,0.0,0.0,41.96,31.16,2.0
71580,34.0,93.0,0.0,0.0,37.17,27.41,14.0
71590,31.0,92.5,0.0,0.0,40.465,31.47,4.0
71600,25.0,90.0,0.0,0.0,41.96,31.16,4.0
71640,19.0,92.5,0.0,0.0,38.07,29.595,11.5
71680,25.0,92.0,0.0,0.0,41.97,31.16,3.0
71710,29.0,92.0,0.0,0.0,41.97,31.16,3.0
71730,25.0,93.0,0.0,0.0,41.97,31.16,3.0
71740,30.0,98.0,0.0,0.0,38.98,31.78,4.0
71810,29.0,94.0,0.0,0.0,41.97,31.16,3.0
71820,29.0,96.0,0.0,0.0,38.98,31.78,3.0
71840,28.0,94.0,0.0,0.0,37.17,27.41,17.0
71900,28.0,94.0,0.0,0.0,40.475,31.48,3.0
71930,25.0,96.0,0.0,0.0,38.98,31.79,2.0
71940,24.0,94.0,0.0,0.0,41.97,31.17,3.0
71950,23.0,93.0,0.0,0.0,41.97,31.17,3.0
71960,23.0,96.0,0.0,0.0,38.98,31.79,3.0
72000,30.0,97.0,0.0,0.0,38.99,31.79,3.0
72010,31.0,92.0,0.0,0.0,37.17,27.41,32.0
72040,25.0,91.0,0.0,0.0,37.17,27.41,32.0
72050,30.0,92.0,0.0,0.0,41.97,31.17,2.0
72070,24.0,94.0,0.0,0.0,38.99,31.79,4.0
72170,29.0,92.0,0.0,0.0,41.97,31.17,4.0
72190,25.0,94.0,0.0,0.0,38.99,31.79,22.0
72210,28.0,92.0,0.0,0.0,41.97,31.17,5.0
72220,23.0,94.0,0.0,0.0,38.99,31.79,22.0
72240,28.0,91.0,0.0,0.0,41.98,31.17,5.0
72280,22.0,95.0,0.0,0.0,38.99,31.79,6.0
72300,24.0,95.0,0.0,0.0,38.99,31.79,4.0
72340,32.5,92.0,0.0,0.0,39.58,29.29,7.0
72380,38.0,95.0,0.0,0.0,38.99,31.79,3.0
72390,38.0,93.0,0.0,0.0,41.98,31.17,3.0
72410,31.0,93.0,0.0,0.0,37.18,27.42,41.0
72460,27.0,97.0,0.0,0.0,38.99,31.8,11.0
72520,23.0,89.0,0.0,0.0,37.18,27.42,26.0
72530,25.0,95.0,0.0,0.0,38.99,31.8,4.0
72560,25.0,96.0,0.0,0.0,38.99,31.8,4.0
72600,29.0,96.0,0.0,0.0,39.0,31.8,3.0
72700,20.0,94.0,0.0,0.0,39.0,31.8,4.0
72790,33.0,96.0,0.0,0.0,39.0,31.8,3.0
72800,29.0,92.0,0.0,0.0,37.19,27.42,7.0
72820,24.0,94.0,0.0,0.0,38.87,31.05,5.0
72840,27.0,96.0,0.0,0.0,39.0,31.8,4.0
72880,29.5,94.0,0.0,0.0,38.095,29.61,13.0
72900,43.0,92.0,0.0,0.0,37.19,27.42,19.0
73050,20.0,93.0,0.0,0.0,38.88,31.06,4.0
73060,29.0,92.0,0.0,0.0,37.19,27.42,11.0
73090,32.0,92.0,0.0,0.0,37.19,27.42,28.0
73100,23.0,94.0,0.0,0.0,38.88,31.06,4.0
73130,24.0,95.0,0.0,0.0,39.01,31.8,3.0
73180,27.0,95.0,0.0,0.0,38.88,31.06,4.0
73190,24.0,94.0,0.0,0.0,38.88,31.06,4.0
73230,22.5,92.5,0.0,0.0,38.035,29.24,13.5
73240,23.0,94.0,0.0,0.0,38.945,31.43,4.0
73410,27.0,95.0,0.0,0.0,39.01,31.81,3.0
73420,33.0,96.0,0.0,0.0,39.01,31.81,3.0
73430,25.0,94.0,0.0,0.0,38.88,31.06,5.0
73440,31.0,96.0,0.0,0.0,39.01,31.81,3.0
73460,23.0,94.0,0.0,0.0,38.88,31.06,5.0
73580,35.0,95.0,0.0,0.0,39.01,31.81,5.0
73680,25.5,93.0,0.0,0.0,38.045,29.245,21.0
73720,22.0,94.0,0.0,0.0,39.01,31.81,3.0
73750,27.0,90.0,0.0,0.0,37.2,27.43,15.0
73780,31.0,93.0,0.0,0.0,38.89,31.06,5.0
73790,23.0,94.0,0.0,0.0,39.02,31.81,3.0
73830,26.0,93.0,0.0,0.0,38.89,31.06,5.0
73850,33.0,91.0,0.0,0.0,37.2,27.43,40.0
73860,37.0,92.0,0.0,0.0,37.2,27.43,8.0
73890,43.0,95.0,0.0,0.0,38.89,31.06,4.0
73920,25.0,94.0,0.0,0.0,39.02,31.81,8.0
73930,29.0,91.0,0.0,0.0,37.21,27.43,24.0
73940,31.0,94.0,0.0,0.0,39.02,31.81,8.0
74040,26.0,89.0,0.0,0.0,37.21,27.43,43.0
74120,24.0,93.5,0.0,0.0,38.955,31.445,4.0
74130,27.0,94.0,0.0,0.0,39.02,31.82,4.0
74160,5.0,93.0,0.0,0.0,22.92,18.29,1.0
74190,27.0,94.0,0.0,0.0,38.9,31.07,4.0
74220,30.0,95.0,0.0,0.0,38.9,31.07,4.0
74230,34.0,93.0,0.0,0.0,39.02,31.82,4.0
74250,6.0,93.0,0.0,0.0,22.92,18.29,1.0
74270,26.0,94.0,0.0,0.0,38.9,31.07,4.0
74290,26.0,93.0,0.0,0.0,38.9,31.07,5.0
74380,80.0,94.0,0.0,0.0,34.76,26.01,6.0
74420,29.0,95.0,0.0,0.0,39.02,31.82,5.0
74430,28.0,91.0,0.0,0.0,37.21,27.43,19.0
74460,17.0,93.5,0.0,0.0,28.84,22.155,3.0
74470,32.5,94.0,0.0,0.0,38.12,29.625,9.0
74480,32.0,92.0,0.0,0.0,37.21,27.43,15.0
74490,26.0,95.0,0.0,0.0,38.9,31.07,4.0
74500,29.0,94.6667,0.0,0.0,36.96,28.17,8.0
74550,32.0,95.0,0.0,0.0,34.77,26.01,4.0
74570,28.0,95.0,0.0,0.0,39.03,31.82,4.0
74610,28.0,95.0,0.0,0.0,36.835,28.54,4.0
74620,29.5,94.5,0.0,0.0,38.965,31.445,4.0
74640,45.0,94.0,0.0,0.0,34.77,26.01,4.0
74650,37.0,94.5,0.0,0.0,36.835,28.54,4.5
74660,34.0,94.0,0.0,0.0,38.9,31.07,5.0
74690,17.0,93.0,0.0,0.0,30.975,25.06,2.0
74730,25.0,93.0,0.0,0.0,39.03,31.82,4.0
74740,19.0,94.0,0.0,0.0,38.9,31.07,4.0
74800,20.5,94.0,0.0,0.0,38.965,31.445,3.5
74820,5.0,93.0,0.0,0.0,22.92,18.3,1.0
74830,23.0,91.0,0.0,0.0,37.22,27.44,18.0
74840,22.0,91.0,0.0,0.0,37.22,27.44,18.0
74880,21.5,91.5,0.0,0.0,38.125,29.63,15.5
74890,25.0,90.0,0.0,0.0,37.22,27.44,28.0
74910,22.0,95.0,0.0,0.0,34.77,26.02,3.0
74920,25.0,95.0,0.0,0.0,38.91,31.07,5.0
74930,7.0,93.0,0.0,0.0,22.92,18.3,1.0
74950,26.5,94.5,0.0,0.0,38.97,31.45,4.5
74960,27.0,90.0,0.0,0.0,37.22,27.44,11.0
75000,24.0,94.0,0.0,0.0,39.03,31.82,4.0
75020,5.0,93.0,0.0,0.0,22.92,18.3,1.0
75040,6.0,93.0,0.0,0.0,22.92,18.3,1.0
75050,30.0,92.0,0.0,0.0,37.22,27.44,43.0
75070,36.0,96.0,0.0,0.0,39.04,31.83,4.0
75090,28.0,97.0,0.0,0.0,39.04,31.83,4.0
75150,32.0,95.5,0.0,0.0,38.975,31.455,5.5
75170,6.0,93.0,0.0,0.0,22.92,18.3,1.0
75220,6.0,93.0,0.0,0.0,22.92,18.3,1.0
75240,45.0,93.0,0.0,0.0,37.23,27.44,24.0
75280,32.0,93.0,0.0,0.0,37.23,27.44,24.0
75320,6.0,93.0,0.0,0.0,22.92,18.3,1.0
75330,17.5,93.5,0.0,0.0,30.98,25.065,2.5
75390,5.0,93.0,0.0,0.0,22.92,18.3,1.0
75400,31.0,95.0,0.0,0.0,38.975,31.455,4.0
75410,37.0,94.0,0.0,0.0,39.04,31.83,3.0
75440,35.0,95.0,0.0,0.0,38.91,31.08,5.0
75480,28.0,91.0,0.0,0.0,37.23,27.44,36.0
75520,29.0,91.0,0.0,0.0,37.23,27.44,36.0
75530,6.0,93.0,0.0,0.0,22.92,18.3,1.0
75560,29.0,95.0,0.0,0.0,39.05,31.84,3.0
75570,26.0,96.0,0.0,0.0,38.92,31.08,5.0
75610,30.0,95.0,0.0,0.0,38.985,31.46,4.5
75640,15.5,93.5,0.0,0.0,30.985,25.07,2.5
75660,6.0,93.0,0.0,0.0,22.92,18.3,3.0
75730,35.0,92.0,0.0,0.0,37.23,27.45,19.0
75740,32.0,92.0,0.0,0.0,37.23,27.45,19.0
75760,32.0,96.0,0.0,0.0,39.05,31.84,3.0
75770,5.0,93.0,0.0,0.0,22.92,18.3,2.0
75790,41.0,96.0,0.0,0.0,39.05,31.84,4.0
75830,33.0,96.0,0.0,0.0,38.92,31.09,5.0
75900,35.0,93.0,0.0,0.0,37.24,27.45,17.0
75920,34.0,96.0,0.0,0.0,38.92,31.09,6.0
75940,34.0,93.0,0.0,0.0,37.24,27.45,17.0
75960,32.0,96.0,0.0,0.0,39.06,31.85,4.0
75970,6.0,93.0,0.0,0.0,22.92,18.3,1.0
75990,5.0,93.0,0.0,0.0,22.92,18.3,1.0
76000,31.0,92.0,0.0,0.0,37.24,27.45,26.0
76040,33.0,94.5,0.0,0.0,38.15,29.65,7.5
76050,33.0,96.0,0.0,0.0,39.06,31.85,4.0
76060,27.0,94.0,0.0,0.0,38.92,31.09,5.0
76070,5.0,93.0,0.0,0.0,22.92,18.3,1.0
76090,7.0,93.0,0.0,0.0,22.92,18.3,1.0
76100,6.0,93.0,0.0,0.0,22.92,18.3,1.0
76140,6.0,93.0,0.0,0.0,22.92,18.3,1.0
76200,33.0,90.0,0.0,0.0,37.24,27.45,29.0
76220,16.5,94.0,0.0,0.0,30.995,25.08,2.5
76290,23.0,82.0,0.0,0.0,39.0,27.29,3.0
76300,27.0,95.0,0.0,0.0,39.07,31.86,4.0
76320,17.0,93.5,0.0,0.0,30.995,25.08,2.0
76340,24.0,94.0,0.0,0.0,39.07,31.86,3.0
76370,29.0,92.0,0.0,0.0,39.07,31.86,3.0
76380,24.0,92.0,0.0,0.0,39.07,31.86,3.0
76390,24.0,83.0,0.0,0.0,39.0,27.29,2.0
76440,5.0,93.0,0.0,0.0,22.92,18.3,1.0
76470,24.0,91.0,0.0,0.0,39.07,31.87,4.0
76510,35.0,92.0,0.0,0.0,37.25,27.46,17.0
76530,40.0,83.0,0.0,0.0,39.01,27.29,2.0
76550,28.0,92.0,0.0,0.0,39.08,31.87,3.0
76570,25.0,91.0,0.0,0.0,39.08,31.87,6.0
76590,29.0,90.0,0.0,0.0,37.25,27.46,32.0
76600,26.0,83.0,0.0,0.0,39.01,27.29,3.0
76630,16.0,92.5,0.0,0.0,31.0,25.085,3.0
76720,27.0,92.0,0.0,0.0,39.08,31.87,5.0
76730,29.0,91.0,0.0,0.0,37.25,27.46,45.0
76760,27.0,91.0,0.0,0.0,37.25,27.46,18.0
76860,33.0,90.0,0.0,0.0,37.25,27.46,19.0
76890,25.0,84.0,0.0,0.0,39.01,27.3,2.0
76920,5.0,93.0,0.0,0.0,22.92,18.3,1.0
76940,30.0,88.0,0.0,0.0,39.05,29.59,3.0
77010,26.0,91.0,0.0,0.0,37.25,27.46,9.0
77050,31.0,91.0,0.0,0.0,37.25,27.46,25.0
77060,35.0,85.0,0.0,0.0,39.02,27.3,1.0
77080,21.0,85.0,0.0,0.0,39.02,27.3,1.0
77100,28.0,88.5,0.0,0.0,38.14,27.38,8.0
77110,41.0,86.0,0.0,0.0,39.02,27.3,2.0
77130,37.0,93.0,0.0,0.0,37.26,27.46,14.0
77170,26.0,93.0,0.0,0.0,37.26,27.46,16.0
77180,27.0,86.0,0.0,0.0,39.02,27.3,8.0
77200,5.0,93.0,0.0,0.0,22.92,18.3,1.0
77250,23.0,94.0,0.0,0.0,37.26,27.46,18.0
77300,26.0,94.0,0.0,0.0,37.26,27.46,31.0
77310,26.0,86.0,0.0,0.0,39.02,27.3,2.0
77390,27.0,86.0,0.0,0.0,39.02,27.3,2.0
77430,43.0,93.0,0.0,0.0,37.26,27.47,40.0
77450,35.0,95.0,0.0,0.0,34.81,26.05,5.0
77510,7.0,93.0,0.0,0.0,22.92,18.3,1.0
77540,25.5,89.5,0.0,0.0,36.915,26.675,3.5
77570,24.0,85.0,0.0,0.0,39.02,27.3,2.0
77580,26.0,85.0,0.0,0.0,39.02,27.3,2.0
77650,7.0,93.0,0.0,0.0,22.93,18.3,1.0
77660,17.0,88.0,0.0,0.0,30.98,22.8,1.0
77680,20.0,90.0,0.0,0.0,37.26,27.47,42.0
77740,20.0,90.0,0.0,0.0,37.26,27.47,16.0
77750,20.0,90.0,0.0,0.0,37.26,27.47,16.0
