,cpu,cmui,amui,tpcmui,mmui,mditi,mldsui,mcui,scui
43,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
44,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
45,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
46,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
47,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
48,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
49,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
50,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
51,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
52,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
53,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
54,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
55,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
56,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
57,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
58,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
59,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
60,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
61,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
62,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
63,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
64,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
65,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
66,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
67,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
68,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
69,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
70,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
71,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
72,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
73,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
74,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
75,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
76,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
77,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
78,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
79,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
80,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
81,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
82,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
83,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
84,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
85,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
86,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
87,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
88,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
89,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
90,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
91,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
92,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
93,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
94,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
95,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
96,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
97,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
98,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
99,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
100,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
101,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
102,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
103,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
104,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
105,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
106,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
107,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
108,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
109,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
110,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
111,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
112,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
113,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
114,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
115,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
116,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
117,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
118,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
119,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
120,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
121,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
122,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
123,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
124,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
125,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
126,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
127,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
128,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
129,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
130,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
131,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
132,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
133,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
134,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
135,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
136,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
137,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
138,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
139,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
140,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
141,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
142,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
143,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
144,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
145,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
146,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
147,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
148,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
149,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
150,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
151,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
152,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
153,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
154,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
155,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
156,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
157,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
158,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
159,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
160,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
161,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
162,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
163,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
164,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
165,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
166,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
167,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
168,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
169,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
170,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
171,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
172,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
173,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
174,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
175,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
176,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
177,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
178,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
179,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
180,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
181,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
182,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
183,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
184,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
185,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
186,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
187,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
188,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
189,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
190,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
191,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
192,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
193,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
194,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
195,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
196,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
197,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
198,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
199,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
200,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
201,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
202,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
203,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
204,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
205,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
206,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
207,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
208,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
209,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
210,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
211,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
212,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
213,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
214,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
215,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
216,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
217,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
218,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
219,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
220,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
221,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
222,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
223,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
224,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
225,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
226,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
227,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
228,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
229,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
230,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
231,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
232,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
233,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
234,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
235,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
236,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
237,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
238,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
239,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
240,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
241,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
242,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
243,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
244,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
245,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
246,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
247,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
