Time,mean_cpu_usage_rate,canonical_memory_usage,assigned_memory_usage,total_page_cache_memory_usage,maximum_memory_usage,mean_disk_io_time,mean_local_disk_space_used,maximum_cpu_usage,sampled_cpu_usage
1855,0.149461883,0.135538775,0.174608228,0.04292025,0.142917156,0.054684061,0.000528927,0.687988862,0.122287147
1860,0.142473616,0.135281685,0.174411326,0.042365827,0.141558689,0.052129046,0.000531414,0.671554997,0.116599211
1865,0.134425231,0.130707085,0.168645592,0.041319498,0.136323895,0.048692255,0.000521624,0.637673761,0.109331503
1870,0.134367206,0.127653182,0.164707371,0.041451826,0.133232982,0.048066436,0.00052339,0.632268784,0.102666724
1875,0.143169158,0.13166567,0.168681389,0.042062764,0.137594095,0.049090911,0.000525983,0.64548287,0.108766253
1880,0.134427897,0.130442298,0.163629382,0.041359747,0.13612756,0.029141698,0.000526886,0.527501448,0.095963936
1885,0.153268655,0.154892934,0.192720052,0.049468904,0.161460163,0.029846045,0.000570589,0.620740499,0.103518794
1890,0.1455498,0.135324716,0.168643093,0.04231324,0.14096724,0.030539896,0.000501532,0.595444657,0.0994608
1895,0.143877906,0.142509552,0.177602047,0.043743655,0.147582524,0.031872993,0.000534387,0.610257231,0.091448385
1900,0.141334435,0.141673641,0.176806973,0.043872478,0.147205966,0.033047132,0.000539435,0.605487884,0.090153218
1905,0.148067703,0.14548038,0.1812704,0.044704968,0.150456194,0.030259086,0.000561889,0.594110571,0.096583325
1910,0.151691325,0.153377022,0.191179691,0.047438523,0.158717208,0.035849401,0.000600468,0.59878207,0.097926084
1915,0.148253882,0.161536483,0.200627292,0.04904279,0.167134049,0.030060201,0.000632903,0.584671341,0.090452877
1920,0.138682884,0.160824748,0.200148213,0.049021327,0.166482813,0.032289882,0.000629207,0.591005731,0.083188384
1925,0.134934741,0.156654834,0.195578898,0.048261523,0.16153053,0.035088453,0.000627943,0.567885966,0.080117687
1930,0.117412904,0.135826128,0.170628689,0.042021748,0.140357828,0.02454367,0.000562396,0.504396783,0.068774732
1935,0.117697948,0.144103807,0.181759667,0.044353969,0.148150412,0.025948694,0.000615671,0.507102943,0.062714382
1940,0.119681315,0.140306651,0.177335251,0.042939335,0.144830978,0.029275606,0.000604104,0.512550409,0.066541954
1945,0.128028385,0.146656421,0.18479934,0.045497893,0.151998591,0.02800135,0.000621726,0.52634584,0.073250358
1950,0.135577197,0.153466335,0.193009445,0.047074506,0.158890344,0.029963578,0.000646462,0.550769874,0.078213042
1955,0.13814208,0.157570038,0.197840432,0.047397438,0.163077182,0.03326418,0.000661639,0.560268838,0.079732343
1960,0.138301554,0.155462504,0.195500909,0.04682895,0.160234338,0.034494319,0.000661151,0.576806954,0.077017603
1965,0.147666834,0.152418193,0.192028616,0.04606017,0.157456639,0.032979584,0.000650087,0.579100155,0.087642661
1970,0.146356286,0.154743349,0.195066376,0.046975061,0.159428124,0.027300465,0.00066414,0.565932575,0.086396812
1975,0.141364289,0.156981557,0.198280329,0.047775359,0.162172414,0.025073967,0.000674742,0.574903185,0.083928882
1980,0.136591478,0.159314216,0.202165019,0.047923489,0.16456061,0.024108797,0.000690977,0.576796487,0.077144305
1985,0.127211684,0.146030878,0.185128083,0.043433161,0.150644743,0.021089956,0.000628059,0.528870372,0.074682632
1990,0.135121952,0.152908121,0.193253138,0.045022954,0.158455938,0.026449195,0.000643954,0.558989586,0.07852298
1995,0.131546218,0.14784521,0.186411497,0.042918849,0.152770858,0.031599629,0.000616158,0.556628226,0.07381885
2000,0.126183195,0.127890457,0.160872707,0.035543983,0.133267383,0.030093854,0.000522178,0.550012634,0.08165377
2005,0.129717113,0.134960022,0.170868561,0.037763635,0.140931984,0.024930545,0.000542615,0.576454152,0.084896548
2010,0.151789943,0.149306449,0.188532047,0.043458764,0.156271727,0.028174166,0.000607077,0.617933533,0.099309927
2015,0.142452211,0.136622626,0.172305863,0.04016244,0.142752367,0.03049222,0.000554423,0.579105107,0.093641931
2020,0.136614414,0.138078844,0.173378496,0.040898254,0.144652595,0.037437839,0.000549913,0.545197726,0.084849393
2025,0.137199016,0.145578869,0.182498605,0.04319262,0.151679089,0.037986924,0.000575859,0.536940978,0.081394712
2030,0.136614097,0.151515391,0.189946131,0.045022139,0.157328781,0.038848058,0.000603887,0.548440597,0.078692737
2035,0.128223741,0.142763581,0.179272273,0.042844042,0.147729095,0.031808914,0.000573853,0.531478898,0.072983469
2040,0.128403197,0.140424528,0.176985094,0.042545664,0.145825103,0.033661445,0.000565797,0.522162639,0.073781861
2045,0.131318828,0.146037182,0.18382762,0.044322874,0.151461428,0.035296566,0.000588898,0.542957769,0.07457328
2050,0.134761735,0.145503208,0.183346987,0.043334049,0.151576429,0.030990256,0.000574228,0.541128734,0.080761836
2055,0.134844967,0.15532653,0.194626501,0.045585627,0.161492263,0.025777911,0.000604316,0.560367999,0.079780256
2060,0.124120788,0.143249408,0.179936304,0.0417188,0.148568821,0.020825366,0.000577812,0.507091087,0.072572659
2065,0.134403616,0.141940328,0.178401369,0.040473957,0.147235478,0.024074933,0.000573431,0.57233219,0.082467477
2070,0.138155767,0.139656157,0.176607945,0.040291788,0.144955134,0.02579171,0.000574265,0.596724309,0.084246974
2075,0.134410401,0.143271985,0.180902732,0.041649769,0.148713194,0.029633027,0.00059761,0.573629464,0.079515278
2080,0.136583405,0.148739835,0.187703988,0.04346788,0.154039503,0.025587306,0.000623143,0.562378003,0.079836008
2085,0.139606441,0.145648207,0.18338131,0.042099929,0.151317944,0.030853424,0.000602277,0.575599766,0.08661537
2090,0.136469652,0.152529583,0.191070403,0.042543494,0.15945943,0.029915985,0.000598665,0.586688912,0.083706789
2095,0.132493023,0.144679893,0.182535828,0.040161395,0.151029006,0.022820065,0.000570176,0.548464246,0.082753428
2100,0.133939552,0.153476137,0.192458185,0.042057629,0.159307763,0.024325088,0.000601763,0.550624227,0.078576478
2105,0.134915715,0.152129597,0.190408887,0.041480209,0.158525495,0.024877788,0.000594493,0.568208152,0.084324385
2110,0.142421278,0.161078082,0.200642322,0.043296093,0.167055756,0.029570267,0.000616643,0.572129194,0.081947352
2115,0.141348538,0.162714752,0.202469401,0.044009422,0.168530585,0.030829353,0.00062725,0.594249298,0.079759593
2120,0.141049946,0.153421884,0.191259113,0.039968824,0.160374245,0.027326815,0.000569181,0.577151194,0.088129487
2125,0.12193722,0.150307345,0.186974345,0.039833521,0.156095554,0.02384019,0.000567972,0.551079068,0.069083978
2130,0.120433604,0.153313987,0.190638745,0.040927715,0.158565079,0.023422202,0.00057969,0.540672174,0.064828237
2135,0.122214531,0.157073495,0.195607028,0.041861682,0.162543166,0.025792841,0.000593668,0.55013967,0.067007541
2140,0.12027376,0.154008454,0.192244003,0.04031509,0.159583823,0.022627402,0.000591514,0.522914923,0.067900812
2145,0.121548595,0.149807549,0.186845451,0.039804731,0.155067086,0.026442148,0.000578983,0.527603998,0.06668444
2150,0.126455476,0.151057877,0.18820844,0.040642809,0.15677537,0.030003427,0.000579259,0.573864336,0.070998575
2155,0.120939548,0.153019334,0.190751887,0.041956122,0.158492628,0.026746003,0.000586718,0.557056834,0.065480471
2160,0.131583692,0.147256719,0.183247522,0.039264379,0.153232734,0.022214841,0.000560859,0.554626689,0.083765664
2165,0.127711613,0.151397887,0.1878366,0.040448018,0.156984379,0.022294562,0.000570604,0.53002647,0.076305213
2170,0.134277427,0.154898929,0.192015373,0.04085437,0.160782155,0.030582093,0.000575349,0.553221776,0.076673039
2175,0.138706363,0.162637662,0.20186003,0.042923876,0.168223483,0.030597768,0.000616657,0.560546252,0.075220919
2180,0.146740288,0.164720501,0.205284349,0.044815503,0.170981191,0.032028709,0.000636391,0.624015587,0.08245295
2185,0.136250262,0.157834677,0.196595043,0.043173489,0.163091319,0.027156544,0.000611508,0.550326774,0.074948547
2190,0.131591497,0.155606837,0.195067929,0.043294028,0.161278581,0.020124886,0.000611332,0.541524969,0.075079361
2195,0.135164629,0.156606523,0.195943943,0.043332433,0.161946032,0.020394278,0.000617575,0.544269467,0.078122888
2200,0.138601195,0.154222082,0.194016802,0.044543697,0.16060878,0.022111586,0.000633426,0.576131853,0.078396285
2205,0.140967352,0.15590497,0.1963551,0.045045487,0.161069309,0.020844045,0.000649176,0.590972173,0.076225868
2210,0.13687996,0.12989905,0.163426432,0.03590799,0.137640361,0.033458783,0.000527228,0.553667359,0.087006762
2215,0.191876553,0.157116951,0.194505261,0.040929339,0.166018159,0.030885306,0.000610494,0.694226722,0.130669422
2220,0.206663072,0.179479347,0.223176764,0.048548088,0.187085241,0.037646645,0.00074717,0.771472833,0.133742185
2225,0.182365521,0.162280224,0.201530608,0.04363275,0.168919337,0.033044556,0.000692976,0.689426826,0.118565772
2230,0.16436316,0.16478135,0.204984423,0.044484631,0.172296456,0.03159406,0.000721506,0.704831999,0.10072358
2235,0.154578228,0.163966117,0.20409167,0.043793773,0.171448763,0.03758511,0.000722542,0.661188144,0.089935999
2240,0.135070444,0.144841562,0.180098944,0.038910914,0.151670833,0.038254959,0.000666045,0.613415083,0.082082532
2245,0.126016483,0.145533633,0.181037824,0.039522082,0.152377384,0.026902543,0.000662855,0.600106356,0.070086134
2250,0.125221064,0.145552248,0.181893621,0.040058022,0.151633056,0.021785991,0.000689198,0.586485294,0.065071248
2255,0.13180372,0.144661249,0.181530597,0.039794496,0.150688615,0.025238511,0.000679736,0.554566931,0.074408541
2260,0.127635563,0.144629203,0.181133684,0.039805955,0.150057574,0.024360196,0.000668562,0.558880175,0.069748257
2265,0.143992208,0.157110627,0.19647205,0.043238403,0.162762241,0.034319679,0.000724746,0.619862827,0.076778486
2270,0.137604212,0.148262381,0.185651823,0.041202282,0.154032297,0.030582261,0.000692741,0.591191263,0.074220358
2275,0.143880653,0.143227162,0.179165587,0.039419137,0.148755049,0.03157165,0.000677452,0.570439002,0.086008347
2280,0.141835934,0.147285736,0.184622116,0.040862955,0.153341147,0.027679565,0.000681431,0.588772598,0.081397184
2285,0.146282627,0.157228187,0.196649994,0.043412613,0.162813362,0.023546979,0.000729748,0.591866416,0.081222188
2290,0.159982759,0.168051455,0.209882189,0.046242462,0.17425825,0.027496008,0.000777098,0.6367664,0.090366135
2295,0.161795329,0.168613139,0.210154833,0.046293469,0.174189041,0.030094611,0.000783855,0.613309639,0.086378113
2300,0.161657512,0.168879703,0.210740751,0.046637691,0.174879114,0.032158834,0.000782881,0.633827504,0.08661904
2305,0.163291621,0.172364819,0.214936903,0.047449064,0.178173516,0.028427757,0.000800453,0.633277393,0.086234815
2310,0.157934951,0.168091666,0.209238731,0.046301663,0.173922509,0.022009581,0.000778099,0.612225346,0.086492415
2315,0.156156319,0.164719069,0.205108575,0.045468907,0.170181504,0.023611748,0.000760372,0.611259361,0.085103947
2320,0.161066987,0.169141065,0.210519008,0.046620706,0.17458231,0.023497399,0.000777537,0.624255287,0.087602487
2325,0.158662111,0.167537482,0.208555011,0.046315891,0.172609574,0.022129296,0.000765496,0.606352241,0.088657973
2330,0.15838246,0.168798065,0.209864614,0.046425989,0.174330923,0.020972575,0.000777133,0.612484552,0.084731497
2335,0.159734249,0.168280507,0.209327129,0.046432276,0.173991491,0.027424535,0.000774493,0.625059546,0.089141708
2340,0.157624252,0.168285412,0.209855564,0.04651031,0.175365735,0.024138543,0.000779726,0.622694937,0.086657658
2345,0.15272392,0.159633349,0.199187952,0.044346622,0.165214496,0.023862269,0.00074787,0.586635099,0.083471309
2350,0.160189225,0.168628128,0.210350543,0.046855233,0.174168484,0.022327556,0.000797088,0.603725557,0.084883646
2355,0.160369884,0.171301255,0.213915231,0.047583287,0.177430503,0.018848857,0.000810532,0.625257892,0.083110256
2360,0.153872822,0.154360229,0.192800983,0.042427741,0.15993323,0.021308483,0.000718401,0.588476426,0.08569908
2365,0.173472095,0.180994041,0.225468558,0.049515886,0.186920242,0.025324741,0.000844401,0.668586062,0.091296645
2370,0.160701271,0.168452077,0.209417484,0.04554051,0.174410797,0.027060327,0.000781501,0.611492752,0.085341115
2375,0.183958872,0.183604699,0.228571894,0.050040382,0.191649592,0.029721395,0.000851248,0.693175937,0.099993948
2380,0.176810868,0.162624313,0.202664943,0.044732592,0.16879718,0.023522546,0.000757038,0.63985096,0.101605041
2385,0.166787834,0.158026983,0.196686778,0.043107924,0.164036524,0.032715202,0.00072339,0.629280884,0.097680784
2390,0.165056736,0.161197806,0.201020286,0.044172927,0.166945709,0.035870274,0.000729992,0.628095642,0.092079365
2395,0.152209293,0.149078643,0.186344642,0.041268938,0.155205065,0.029635046,0.000653717,0.591611532,0.084907622
2400,0.151763755,0.153722462,0.192241568,0.042924211,0.159312904,0.033010401,0.000673762,0.578465515,0.079843672
2405,0.161593632,0.166155658,0.207652929,0.045958684,0.172319949,0.029733074,0.000715615,0.627505805,0.082487437
2410,0.146782455,0.157547349,0.19652347,0.043610193,0.162968898,0.025101075,0.000670225,0.599118409,0.073993295
2415,0.136804757,0.147734297,0.184411531,0.041078776,0.152728887,0.025607916,0.000624928,0.5340936,0.068115133
2420,0.149778095,0.163546494,0.203859071,0.045193707,0.169119593,0.024608046,0.000687001,0.574758737,0.074338549
2425,0.153632188,0.167377802,0.208597456,0.046022798,0.172881127,0.032304801,0.000698289,0.598583828,0.076008439
2430,0.150268787,0.166169047,0.206808748,0.04588399,0.171944221,0.033939043,0.000697612,0.595520901,0.073814018
2435,0.156315605,0.16777381,0.208628688,0.046455273,0.173350481,0.044345081,0.000702024,0.599197137,0.076013075
2440,0.167482137,0.177386054,0.22060151,0.049523056,0.183384141,0.043751776,0.000745619,0.648491203,0.080039824
2445,0.153858254,0.160725705,0.19984617,0.044825373,0.165749222,0.039071209,0.000672988,0.593708816,0.075114302
2450,0.147036685,0.153202076,0.190917662,0.042905583,0.158515663,0.033996698,0.00063882,0.580665079,0.073233853
2455,0.14140897,0.155137238,0.19287366,0.043182163,0.159630636,0.030875442,0.000653634,0.549889275,0.067819806
2460,0.14655622,0.161047073,0.200635985,0.045129233,0.16622077,0.02978703,0.000681972,0.570644497,0.069441564
2465,0.156429375,0.154973193,0.194798728,0.045445784,0.160352345,0.022645602,0.000687245,0.611916392,0.080064788
2470,0.151507163,0.151856073,0.191089372,0.044374311,0.157482992,0.021740959,0.00067961,0.574433049,0.077429077
2475,0.155512108,0.156079471,0.196404558,0.045838155,0.161471499,0.025212877,0.000693679,0.611638374,0.077036644
2480,0.153377963,0.15544877,0.195682775,0.045381378,0.160525818,0.030581654,0.000693767,0.593604523,0.073725109
2485,0.149738104,0.151012481,0.189481776,0.045816625,0.156404467,0.027021496,0.000680392,0.598219995,0.077152334
2490,0.157131496,0.162542176,0.204250879,0.048901817,0.168321629,0.028818068,0.000751316,0.612990488,0.076954794
2495,0.1614077,0.161405499,0.202895865,0.048351306,0.167358848,0.035439513,0.000749617,0.613685542,0.079285138
2500,0.166934125,0.169546854,0.212441152,0.04918196,0.176164564,0.030804165,0.000775316,0.631908224,0.082509534
2505,0.16081958,0.160677423,0.20105587,0.045863213,0.166547784,0.028441984,0.000729213,0.625128657,0.081606542
2510,0.16358441,0.16700409,0.208822154,0.047559196,0.172981212,0.027595419,0.000760707,0.629183977,0.082634141
2515,0.164873756,0.173931107,0.217143259,0.049185278,0.180047153,0.028268755,0.000791891,0.639386588,0.079996431
2520,0.161538305,0.174533801,0.217468846,0.048972558,0.180729522,0.025581375,0.000787774,0.628827634,0.077854318
2525,0.169579519,0.182773463,0.227537894,0.050739723,0.189842102,0.028178308,0.000814865,0.679377072,0.085312083
2530,0.154656812,0.170862931,0.212295618,0.047509655,0.176636446,0.025354077,0.000784774,0.727042336,0.075820474
2535,0.15852849,0.174553082,0.216992955,0.048809125,0.180286895,0.026765841,0.000771461,0.659944101,0.077857306
2540,0.148971144,0.160075437,0.199091025,0.045313362,0.16562351,0.02990852,0.000687304,0.616977242,0.073769821
2545,0.131562382,0.140215602,0.174314797,0.03958092,0.146008136,0.037434049,0.000607281,0.556256765,0.070874839
2550,0.178397721,0.157551694,0.193120218,0.040467552,0.167447964,0.040073278,0.000629147,0.671611375,0.111445267
2555,0.184422058,0.185565043,0.228304147,0.049039052,0.193516116,0.046715715,0.000786862,0.767963611,0.103232039
2560,0.159965813,0.181678403,0.224353052,0.047983846,0.189152269,0.044051258,0.000792636,0.651847705,0.08074923
2565,0.160543482,0.178611481,0.220401403,0.047392946,0.186024759,0.047630803,0.000796943,0.662208689,0.08563097
2570,0.151900311,0.164960769,0.20384791,0.044142984,0.17188074,0.042781189,0.000744196,0.629467304,0.082475026
2575,0.167661319,0.176832351,0.218489818,0.047214959,0.185341294,0.045296453,0.000786301,0.692516125,0.091319591
2580,0.165138326,0.16525652,0.204369127,0.043973638,0.172906183,0.046144173,0.000738223,0.687910858,0.094550048
2585,0.14739575,0.149725162,0.186381438,0.041074644,0.156670807,0.043292824,0.000681272,0.647049704,0.081399866
2590,0.14856881,0.141800121,0.177157562,0.040251877,0.148210506,0.031497756,0.000652932,0.618249444,0.08475627
2595,0.157046268,0.148341528,0.185210029,0.042019133,0.155411443,0.032729175,0.000670599,0.610355875,0.090608276
2600,0.160382093,0.15702463,0.195579073,0.043988708,0.163727997,0.035430943,0.000706425,0.700170619,0.087478707
2605,0.160965443,0.162904615,0.20304335,0.045845032,0.168814722,0.037993084,0.000769573,0.860108867,0.083131664
2610,0.148672935,0.152927549,0.190595663,0.043095575,0.158333732,0.031313487,0.000683769,0.591271957,0.07624518
2615,0.162821564,0.169093024,0.210749482,0.047943968,0.174807434,0.027719283,0.000737339,0.616994504,0.083491572
2620,0.175053429,0.182376764,0.22729505,0.051759262,0.189188632,0.034103274,0.00079219,0.68849868,0.089597806
2625,0.159825239,0.16759685,0.208149998,0.04631944,0.174203013,0.030097305,0.000707403,0.631025195,0.082977699
2630,0.173471669,0.148156441,0.183363844,0.039219792,0.155950594,0.025894056,0.000606312,0.660835509,0.109630659
2635,0.158488199,0.160273237,0.199350282,0.043452173,0.167020914,0.033364368,0.000678181,0.622256641,0.084538564
2640,0.147660909,0.156361779,0.194637695,0.043310284,0.161787917,0.029071786,0.000671644,0.586024567,0.077003687
2645,0.14636652,0.163264013,0.203437316,0.045784865,0.168883742,0.02472082,0.000705921,0.593661772,0.075458714
2650,0.153650665,0.163532982,0.203558009,0.045800728,0.169133806,0.024585317,0.000701858,0.60593114,0.08073175
2655,0.15961867,0.16236541,0.201403769,0.044694687,0.168793223,0.026361339,0.000681831,0.63143265,0.087016742
2660,0.154001796,0.167079051,0.207321652,0.046345341,0.173280118,0.033702755,0.000703544,0.607377506,0.078100138
2665,0.142800425,0.157657168,0.195842759,0.043815793,0.16254175,0.033865141,0.000670737,0.612578844,0.069377636
2670,0.143074981,0.156480789,0.194780559,0.044226802,0.161296181,0.038041689,0.000670355,0.563355769,0.069437562
2675,0.145622867,0.159867108,0.198900265,0.045002,0.164236078,0.033503154,0.000689997,0.572761946,0.069529907
2680,0.141799658,0.150543583,0.187258112,0.041847081,0.156421329,0.031644704,0.00063745,0.556257884,0.071702205
2685,0.141777804,0.159317923,0.197496845,0.043707266,0.165036366,0.030155465,0.000665344,0.55833779,0.069944976
2690,0.138149582,0.161897464,0.200612694,0.044345685,0.166756043,0.0319888,0.000680483,0.551827186,0.065870731
2695,0.152668855,0.181166262,0.224549414,0.04979371,0.186124192,0.027081195,0.000765195,0.604241499,0.072621106
2700,0.139228882,0.163405706,0.202146716,0.04412501,0.168573871,0.02992253,0.000675733,0.562603757,0.069265393
2705,0.133168528,0.15804098,0.196150431,0.042990634,0.162725674,0.024710132,0.00065962,0.531329753,0.063981823
2710,0.148586746,0.168420208,0.209062566,0.045899634,0.173332611,0.030033301,0.000705647,0.596024919,0.074686725
2715,0.136435593,0.157923903,0.196095285,0.043211247,0.162486146,0.033461796,0.000663889,0.532739653,0.064503017
2720,0.148418084,0.169728581,0.210229702,0.046124957,0.17480738,0.036345161,0.000701065,0.578555205,0.072573525
2725,0.156812804,0.180759724,0.223981514,0.049090918,0.185996295,0.038806133,0.000750113,0.616096126,0.076480896
2730,0.152055498,0.169927695,0.210512685,0.046076665,0.174886907,0.036847747,0.00070747,0.607091109,0.078900863
2735,0.145018306,0.168241516,0.208666212,0.045970551,0.172691731,0.030987286,0.00070718,0.581250555,0.072024874
2740,0.143150571,0.163669284,0.202761665,0.044823306,0.168065993,0.032316785,0.000688885,0.566470087,0.072453186
2745,0.14176699,0.163260355,0.202484423,0.045227214,0.167624412,0.029894088,0.000689801,0.552888386,0.070281011
2750,0.139438501,0.163864346,0.203287541,0.045495411,0.168092949,0.024440188,0.000692145,0.547214299,0.067251049
2755,0.147438112,0.167227222,0.207473768,0.046414298,0.171789999,0.024554248,0.000708247,0.548912273,0.072380394
2760,0.151604823,0.173799834,0.21571075,0.048611467,0.178198057,0.031753474,0.000740466,0.57776093,0.070244836
2765,0.155614839,0.180140075,0.223705346,0.050291135,0.184817544,0.031549586,0.000765442,0.585534687,0.070549611
2770,0.170438021,0.199011656,0.247202261,0.055553779,0.205541709,0.033608846,0.00084633,0.664006968,0.077119925
2775,0.143073142,0.158446978,0.196523607,0.044161017,0.163893727,0.033044228,0.000674057,0.54163567,0.070837449
2780,0.147817375,0.158959541,0.198274705,0.044362345,0.163140293,0.025831811,0.000670866,0.63186197,0.073619813
2785,0.151939051,0.143236168,0.178072338,0.038703766,0.148056547,0.021937106,0.000584829,0.631285672,0.089075932
2790,0.160633165,0.17630129,0.219307773,0.048264324,0.182004582,0.025338235,0.000729039,0.656532813,0.08696226
2795,0.153047154,0.170212288,0.211419179,0.046529436,0.176205539,0.025672194,0.000695822,0.638343153,0.082942002
2800,0.160570177,0.176314961,0.218626341,0.047717664,0.181306103,0.025647556,0.000718367,0.651811804,0.087204778
2805,0.151446932,0.163807902,0.203727427,0.045082484,0.168412789,0.028891583,0.000672977,0.618442207,0.081672477
2810,0.162248168,0.175953729,0.219279723,0.048883683,0.181574116,0.030227726,0.00073248,0.635070196,0.088139933
2815,0.13825576,0.150889662,0.188831973,0.042669952,0.155304867,0.028313165,0.000635433,0.524522805,0.072910668
2820,0.128005124,0.146557444,0.183314173,0.041301305,0.152523604,0.025775841,0.000611068,0.506901496,0.064309564
2825,0.159635707,0.178326996,0.222529593,0.049684562,0.18390145,0.031533342,0.000732673,0.588230514,0.08457644
2830,0.154441852,0.17200073,0.216407379,0.049511635,0.177010783,0.038079041,0.000724765,0.614325397,0.079306223
2835,0.135709512,0.135379124,0.169414008,0.037101453,0.141221204,0.033224451,0.000545617,0.565021161,0.078735848
2840,0.146030626,0.162847948,0.202986909,0.043831353,0.169031517,0.031628395,0.000637756,0.582179221,0.081785374
2845,0.171529713,0.171618634,0.214986388,0.046899064,0.178011752,0.039425918,0.000676885,0.684367042,0.104997128
2850,0.174140146,0.160213479,0.201113673,0.044160385,0.166533231,0.039605595,0.00063588,0.668228335,0.109891543
2855,0.153716404,0.14840769,0.186727686,0.041122566,0.154345602,0.032085613,0.000593154,0.569007405,0.096270114
2860,0.136332532,0.134111814,0.168662987,0.03761671,0.140076065,0.030294698,0.000531529,0.523958818,0.087610693
2865,0.150165407,0.143008802,0.179329526,0.039301304,0.148540765,0.031975747,0.000555798,0.544988225,0.095342582
2870,0.147244024,0.138679898,0.173664672,0.038073977,0.145856463,0.031155455,0.000520578,0.583364914,0.099351901
2875,0.163987879,0.170180867,0.211771832,0.047960945,0.177157459,0.035830046,0.00062769,0.647462828,0.10139731
2880,0.16877293,0.165286727,0.205174188,0.045744312,0.172177683,0.038045394,0.000605933,0.632005088,0.109630067
2885,0.167928128,0.164160212,0.203088723,0.045378708,0.172750622,0.040795375,0.000594,0.646158521,0.114620168
2890,0.147598186,0.157719641,0.196656923,0.045188687,0.163585933,0.040175496,0.000595612,0.554561386,0.086609594
2895,0.150267574,0.163816782,0.204670072,0.047116157,0.16941681,0.043491327,0.000624174,0.584783743,0.088221593
2900,0.155720194,0.161176623,0.203139114,0.04605097,0.166832913,0.043628418,0.000639516,0.578494302,0.091267593
2905,0.164417656,0.167007505,0.210684756,0.04716672,0.173067459,0.047152265,0.00066022,0.631264943,0.097923399
2910,0.165769762,0.165432965,0.208618044,0.046749497,0.171486441,0.049159418,0.000655156,0.619461892,0.098024944
2915,0.151795508,0.162210307,0.204469624,0.045914301,0.167707873,0.043031238,0.000644172,0.596880327,0.085270759
2920,0.121215609,0.133477354,0.168252115,0.037201347,0.138746365,0.042795709,0.000528535,0.512065616,0.070825623
2925,0.148850554,0.136730246,0.171948655,0.036839593,0.146802262,0.039738039,0.000523205,0.55434207,0.092318626
2930,0.191399654,0.168335314,0.208543626,0.042962228,0.176775025,0.044097451,0.000629473,0.660876964,0.125023549
2935,0.20701717,0.183866938,0.228388229,0.047522881,0.19127027,0.050396865,0.000711338,0.72397831,0.133909137
2940,0.206524568,0.189703384,0.235324618,0.048757094,0.197334518,0.052083967,0.000756592,0.73963477,0.130044068
2945,0.079510055,0.050258289,0.061669313,0.024474697,0.053730306,0.038161852,0.000170678,0.258524777,0.055571334
