0.051543121,0.056812927,-0.005269806,2.77709E-05,2.78E-05,1
0.059052481,0.055187974,0.003864507,1.49344E-05,2.13526E-05,2
0.059052481,0.062309936,-0.003257455,1.0611E-05,1.77721E-05,3
0.059087736,0.063147321,-0.004059585,1.64802E-05,1.74491E-05,4
0.058664674,0.062357634,-0.00369296,1.3638E-05,1.66869E-05,5
0.05911594,0.062525019,-0.003409079,1.16218E-05,1.58427E-05,6
0.059094787,0.062725633,-0.003630846,1.3183E-05,1.54628E-05,7
0.050919103,0.061822105,-0.010903002,0.000118875,2.83893E-05,8
0.050894425,0.055048708,-0.004154283,1.72581E-05,2.71525E-05,9
0.050943782,0.055829342,-0.00488556,2.38687E-05,2.68242E-05,10
0.05076398,0.057178285,-0.006414305,4.11433E-05,2.81259E-05,11
0.050309188,0.055272665,-0.004963477,2.46361E-05,2.78351E-05,12
0.05096141,0.054547168,-0.003585758,1.28577E-05,2.6683E-05,13
0.098933177,0.054198604,0.044734573,0.002001182,0.000167719,14
0.098975484,0.097355232,0.001620252,2.62522E-06,0.000156712,15
0.098876769,0.09806329,0.000813479,6.61748E-07,0.000146959,16
0.098873243,0.099511847,-0.000638604,4.07815E-07,0.000138339,17
0.098876769,0.098389067,0.000487702,2.37853E-07,0.000130666,18
0.098841514,0.098542079,0.000299435,8.96613E-08,0.000123794,19
0.076080749,0.098321848,-0.022241099,0.000494666,0.000142337,20
0.074762204,0.078055285,-0.003293081,1.08444E-05,0.000136076,21
0.076116004,0.075572409,0.000543595,2.95496E-07,0.000129904,22
0.075774028,0.075572446,0.000201582,4.06353E-08,0.000124258,23
0.075350966,0.074639171,0.000711795,5.06652E-07,0.000119102,24
0.076144208,0.074427031,0.001717177,2.9487E-06,0.000114455,25
0.062341792,0.076954633,-0.014612841,0.000213535,0.000118266,26
0.061939883,0.064868547,-0.002928664,8.57707E-06,0.000114204,27
0.062243078,0.065264024,-0.003020946,9.12611E-06,0.000110451,28
0.062243078,0.064900681,-0.002657603,7.06285E-06,0.000106886,29
0.062200771,0.064963311,-0.00276254,7.63163E-06,0.000103577,30
0.062243078,0.063934773,-0.001691695,2.86183E-06,0.000100328,31
0.080526431,0.063300408,0.017226023,0.000296736,0.000106466,32
0.080900136,0.079712518,0.001187618,1.41044E-06,0.000103283,33
0.080910713,0.080276892,0.000633821,4.01729E-07,0.000100257,34
0.080903662,0.078929983,0.001973679,3.89541E-06,9.75035E-05,35
0.080914238,0.080618069,0.000296169,8.77161E-08,9.47975E-05,36
0.080995325,0.082770906,-0.001775581,3.15269E-06,9.23206E-05,37
0.082461942,0.082263187,0.000198755,3.95036E-08,8.98922E-05,38
0.082324447,0.085939854,-0.003615407,1.30712E-05,8.79224E-05,39
0.08214112,0.090475924,-0.008334804,6.9469E-05,8.74611E-05,40
0.082320921,0.090127662,-0.007806741,6.09452E-05,8.68144E-05,41
0.082119966,0.084714204,-0.002594238,6.73007E-06,8.49076E-05,42
0.082380855,0.083185874,-0.000805019,6.48056E-07,8.29481E-05,43
0.146485408,0.083110236,0.063375172,0.004016412,0.000172345,44
0.146319708,0.142147213,0.004172495,1.74097E-05,0.000168902,45
0.146421948,0.141687974,0.004733974,2.24105E-05,0.000165717,46
0.146020039,0.141904801,0.004115238,1.69352E-05,0.000162552,47
0.146534765,0.14405553,0.002479235,6.14661E-06,0.000159293,48
0.146379642,0.142911077,0.003468565,1.20309E-05,0.000156288,49
0.090553013,0.142967641,-0.052414628,0.002747293,0.000208108,50
0.090567115,0.093147583,-0.002580468,6.65882E-06,0.000204158,51
0.091201709,0.09299586,-0.001794151,3.21898E-06,0.000200294,52
0.090753968,0.092981547,-0.002227579,4.96211E-06,0.000196608,53
0.091145301,0.092670262,-0.001524961,2.32551E-06,0.000193011,54
0.091180556,0.093214042,-0.002033486,4.13507E-06,0.000189576,55
0.10185936,0.092677757,0.009181603,8.43018E-05,0.000187697,56
0.102070891,0.103015967,-0.000945076,8.93169E-07,0.000184419,57
0.10138694,0.103585817,-0.002198877,4.83506E-06,0.000181323,58
0.101535012,0.102652743,-0.001117731,1.24932E-06,0.000178271,59
