Time,cpu_util_percent,mem_util_percent,net_in,net_out,disk_usage_percent
116560,47.083,84.1532,36.3908,28.8097,6.7125
116570,47.8677,84.2497,36.4127,28.8236,6.6712
116580,44.3061,84.3208,36.416,28.8299,6.6834
116590,44.0014,84.3259,36.4338,28.8463,6.6727
116600,42.0289,84.3167,36.3691,28.8106,6.6376
116610,42.241,84.3539,36.3528,28.7961,6.6309
116620,42.6597,84.3521,36.3538,28.7976,6.6343
116630,41.8571,84.44,36.3528,28.7966,6.6345
116640,42.476,84.5331,36.3527,28.7991,5.2266
116650,43.3703,84.5478,36.3559,28.8023,5.227
116660,40.5156,84.3476,36.3722,28.8129,5.2092
116670,40.3538,84.3115,36.3541,28.8019,5.2319
116680,41.0542,84.3444,36.385,28.8272,5.2303
116690,42.2616,84.3584,36.3761,28.8147,5.2056
116700,43.1161,84.3148,36.3744,28.8103,5.7295
116710,46.0512,84.229,36.398,28.8371,5.7894
116720,43.4676,84.1128,36.4001,28.838,5.7928
116730,42.5411,83.9388,36.3817,28.8297,5.7923
116740,42.1857,83.8306,36.3887,28.8333,5.7918
116750,43.3844,83.7239,36.3809,28.8158,5.7873
116760,44.3298,83.9327,36.4443,28.857,4.9583
116770,47.1342,84.2102,36.4496,28.8624,4.957
116780,45.8524,84.5165,36.45,28.865,4.9553
116790,46.9084,84.7495,36.4579,28.8708,4.9563
116800,46.6763,84.9769,36.4597,28.8706,4.9503
116810,46.9802,85.2673,36.4825,28.8941,4.9577
116820,47.0359,85.353,36.4632,28.8734,5.3687
116830,49.3157,85.3317,36.4557,28.8679,5.3631
116840,49.3403,85.2778,36.452,28.8643,5.3485
116850,49.4768,85.1344,36.4525,28.8652,5.3636
116860,47.5396,84.97,36.4686,28.8783,5.3649
116870,44.8795,84.7699,36.4644,28.877,5.3657
116880,43.474,84.669,36.4284,28.8483,6.684
116890,46.0607,84.7624,36.4411,28.8667,6.6674
116900,46.5049,84.8741,36.4547,28.8635,6.6536
116910,47.8603,85.0873,36.4506,28.8609,6.6926
116920,49.6852,85.3035,36.4586,28.8704,6.6936
116930,49.6099,85.2762,36.4088,28.8333,6.6409
116940,49.4237,85.269,36.448,28.8517,6.0777
116950,50.8707,85.0819,36.4274,28.846,6.0709
116960,49.6201,84.8839,36.4269,28.8409,6.0722
116970,49.2995,84.753,36.4292,28.8531,6.044
116980,48.7121,84.723,36.3882,28.8024,6.0645
116990,49.4615,85.0671,36.396,28.8168,6.0434
117000,47.7148,85.3829,36.4347,28.8491,5.9914
117010,51.5182,85.4994,36.4157,28.838,6.0164
117020,49.2022,85.6121,36.3963,28.8174,6.0165
117030,50.4549,85.8252,36.4067,28.8251,6.014
117040,50.1592,85.7733,36.4069,28.8254,6.014
117050,49.9017,85.7148,36.4072,28.8256,6.014
117060,47.5018,85.638,36.4089,28.8286,6.4623
117070,48.1642,85.3925,36.4103,28.8261,6.4625
117080,48.232,85.2557,36.4117,28.8253,6.4482
117090,49.8019,85.1084,36.4236,28.8309,6.5334
117100,46.7409,84.4364,36.4149,28.8216,6.537
117110,46.4414,84.0775,36.4004,28.8078,6.5365
117120,46.1597,83.7133,36.417,28.8234,7.4678
117130,46.6371,83.4405,36.4071,28.816,7.48
117140,44.9712,83.1772,36.4347,28.8443,7.4668
117150,43.691,82.9066,36.4326,28.8415,7.4677
117160,41.9742,82.6877,36.419,28.8308,7.4649
117170,40.8596,82.3457,36.4192,28.8309,7.4649
117180,38.7473,81.9642,36.4219,28.8332,7.8767
117190,41.0944,81.7922,36.4217,28.8323,7.8698
117200,39.7238,81.5683,36.356,28.7697,7.8798
117210,39.7129,81.5514,36.4013,28.8141,7.8818
117220,39.8115,81.489,36.3878,28.8026,7.8756
117230,39.8246,81.5947,36.3882,28.8038,7.8775
117240,40.707,81.5439,36.3869,28.8006,5.8206
117250,41.7716,81.6043,36.414,28.8315,5.816
117260,40.5563,81.6193,36.4077,28.8302,5.8031
117270,41.2954,81.5851,36.4031,28.8221,5.8125
117280,40.1889,81.3345,36.4017,28.8255,5.8187
117290,41.308,81.3593,36.4166,28.8406,5.817
117300,40.7676,81.3589,36.4082,28.8336,6.0711
117310,43.5619,81.5008,36.3972,28.8242,6.0728
117320,39.65,81.4608,36.3896,28.8289,6.0524
117330,38.7561,80.9592,36.3363,28.7857,6.0705
117340,37.135,80.7929,36.3715,28.8137,6.0871
117350,38.9032,81.1024,36.3697,28.8082,6.094
117360,41.724,81.4749,36.361,28.807,7.9154
117370,43.501,81.6815,36.3612,28.8092,7.9227
117380,42.4803,81.4913,36.3465,28.7954,7.9141
117390,41.8484,81.572,36.3469,28.7959,7.9161
117400,41.231,81.5956,36.3414,28.7908,7.9101
117410,40.6385,81.5383,36.3455,28.795,7.9104
117420,39.1459,81.3766,36.3446,28.793,7.0481
117430,41.9034,81.6107,36.2903,28.758,7.0664
117440,41.3519,81.7669,36.3023,28.7605,7.0418
117450,41.1617,81.9019,36.3083,28.7726,7.0754
117460,41.0722,81.8266,36.2816,28.7442,6.9646
117470,41.0721,81.7884,36.3107,28.784,7.0908
117480,39.4831,81.4711,36.3201,28.7961,6.8619
117490,39.2434,81.0356,36.3395,28.8154,6.8771
117500,37.0942,80.8535,36.3408,28.815,6.8838
117510,36.7228,80.8432,36.3348,28.8121,6.8805
117520,38.4601,81.082,36.3386,28.8117,6.8772
117530,41.081,81.2533,36.3525,28.8224,6.8852
117540,41.8331,81.4005,36.3547,28.8262,5.928
117550,42.4009,81.3068,36.3548,28.8264,5.928
117560,41.0766,81.1536,36.355,28.8266,5.928
117570,41.7061,81.0924,36.3552,28.8267,5.928
117580,40.0953,80.8497,36.3555,28.8269,5.928
117590,39.8236,80.9915,36.3989,28.8506,5.9273
117600,39.046,81.2424,36.4018,28.8563,7.1519
117610,42.2261,81.4258,36.397,28.8489,7.1456
117620,39.5943,81.5975,36.4038,28.8571,7.157
117630,39.9947,81.8816,36.4191,28.8845,7.1656
117640,40.278,81.963,36.4304,28.8853,7.1633
117650,40.0452,81.9212,36.4111,28.8744,7.168
117660,39.9766,81.9964,36.4194,28.8778,5.0493
117670,41.2739,82.1248,36.4172,28.8755,5.0497
117680,41.0191,82.1821,36.4093,28.8694,5.0507
117690,40.5829,82.0469,36.4137,28.8738,5.0494
117700,39.4515,82.1285,36.417,28.8759,5.0481
117710,40.1194,82.1914,36.4194,28.8789,5.0506
117720,40.7919,82.2481,36.4219,28.8812,7.6687
117730,45.2175,82.2999,36.416,28.8766,7.6706
117740,43.0988,82.1689,36.4162,28.8764,7.6671
117750,43.0016,82.1546,36.4505,28.9078,7.6769
117760,42.961,82.0215,36.4404,28.8988,7.6734
117770,43.0629,81.9534,36.4406,28.899,7.6734
117780,42.3581,81.8196,36.4434,28.8995,6.3749
117790,43.2161,81.5907,36.4368,28.895,6.3496
117800,40.1939,81.3227,36.4684,28.9368,6.4118
117810,39.2959,81.1897,36.4144,28.8838,6.3904
117820,38.5472,81.1445,36.4281,28.9041,6.391
117830,38.4635,81.0876,36.4171,28.8978,6.3952
117840,38.4393,81.194,36.4324,28.908,5.5563
117850,41.5383,81.4533,36.4163,28.8872,5.5411
117860,39.5062,81.497,36.4078,28.8775,5.5503
117870,39.1971,81.4624,36.4203,28.8909,5.5432
117880,39.9801,81.4673,36.4235,28.8951,5.5526
117890,39.1378,81.3662,36.4476,28.9101,5.5592
117900,38.864,81.2676,36.4193,28.89,6.3328
117910,41.5749,81.4148,36.4321,28.9026,6.3317
117920,39.6618,81.5167,36.4266,28.8978,6.3311
117930,39.2393,81.6373,36.4242,28.8954,6.3313
117940,40.2416,81.6394,36.4264,28.8984,6.3308
117950,41.1801,81.6648,36.4266,28.8986,6.3308
117960,42.626,81.6089,36.4312,28.902,6.0179
117970,41.7466,81.5064,36.4354,28.9037,5.9932
117980,39.3627,81.5234,36.4362,28.9046,6.0163
117990,37.8024,81.4766,36.4364,28.9048,6.0163
118000,38.6172,81.4587,36.4386,28.9083,6.0159
118010,38.2003,81.3509,36.408,28.8847,6.0149
118020,37.7879,81.249,36.4084,28.8893,5.6601
118030,38.2224,81.0902,36.4194,28.897,5.659
118040,36.793,81.0599,36.4201,28.8974,5.6594
118050,38.5887,81.321,36.4203,28.8976,5.6594
118060,40.1041,81.2167,36.4187,28.8954,5.6608
118070,39.1518,80.9224,36.3972,28.8781,5.6632
118080,38.2472,80.7581,36.4703,28.9403,5.8789
118090,39.1463,80.5724,36.4905,28.9588,5.888
118100,37.6558,80.5856,36.4779,28.9503,5.8808
118110,37.9382,80.7015,36.5029,28.9695,5.8872
118120,40.6114,80.803,36.4678,28.9432,5.8766
118130,44.8449,81.093,36.4672,28.9428,5.8769
118140,45.3992,81.3439,36.45,28.9292,5.1729
118150,47.9969,81.2487,36.4644,28.9408,5.1728
118160,47.9241,81.1335,36.4497,28.9292,5.1732
118170,48.087,81.1169,36.4632,28.9439,5.1791
118180,47.8855,81.1157,36.441,28.9249,5.1745
118190,47.907,80.9405,36.4459,28.9238,5.1715
118200,47.6674,80.9542,36.4455,28.9218,5.7724
118210,50.6955,80.9851,36.4441,28.9197,5.7562
118220,48.1862,81.2203,36.4427,28.9255,5.7797
118230,46.1222,81.4964,36.4467,28.9254,5.774
118240,45.6655,81.5002,36.4448,28.9244,5.7763
118250,45.2476,81.8135,36.4447,28.923,5.7738
118260,43.8778,81.7591,36.4458,28.9268,5.5342
118270,44.0821,81.7476,36.4461,28.9269,5.5342
118280,41.0811,81.5888,36.4336,28.9145,5.5356
118290,40.7173,81.5455,36.4415,28.9215,5.5363
118300,41.3793,81.4746,36.4441,28.9246,5.5239
118310,41.8221,81.4893,36.4431,28.924,5.5363
118320,40.5486,81.2609,36.4503,28.9275,6.3277
118330,40.9069,81.0912,36.4505,28.9283,6.3239
118340,38.1801,80.908,36.4567,28.9368,6.3304
118350,37.0608,80.7758,36.456,28.9376,6.3308
118360,38.2412,80.6671,36.4579,28.9332,6.3299
118370,37.4872,80.299,36.4591,28.939,6.3296
118380,35.7707,80.0902,36.4464,28.9223,4.9401
118390,38.6526,80.1285,36.4583,28.9373,4.9482
118400,38.748,80.1285,36.4588,28.9385,4.949
118410,39.8535,80.2489,36.4589,28.9386,4.949
118420,42.9908,80.2174,36.4589,28.9378,4.9482
118430,42.1742,80.062,36.4578,28.9397,4.9484
118440,41.0626,79.8759,36.4087,28.8863,5.4239
118450,42.1751,79.8804,36.4469,28.9219,5.4173
118460,41.6765,80.1508,36.4436,28.9185,5.421
118470,42.8901,80.4294,36.4505,28.9264,5.4248
118480,44.9239,80.9061,36.4439,28.9192,5.4204
118490,45.2675,81.3576,36.4798,28.9399,5.3985
118500,43.3958,81.672,36.4557,28.9157,5.5565
118510,47.4363,82.1021,36.4538,28.9121,5.5522
118520,46.3504,82.3598,36.4841,28.9323,5.5539
118530,46.3889,82.3608,36.462,28.9095,5.5835
118540,47.0396,82.2332,36.4462,28.8922,5.5814
118550,47.2199,82.3432,36.4663,28.9064,5.5927
118560,46.4154,82.4487,36.4673,28.9064,6.2556
118570,46.1287,82.527,36.4702,28.9108,6.2603
118580,45.2848,82.5709,36.4464,28.8808,6.2499
118590,47.3925,82.6599,36.4552,28.8933,6.2516
118600,46.3781,82.8278,36.459,28.8973,6.2571
118610,45.987,83.1107,36.462,28.899,6.2562
118620,45.0658,83.336,36.5038,28.9228,5.4538
118630,46.2331,83.433,36.5246,28.9442,5.4548
118640,44.4224,83.3614,36.5127,28.9327,5.4561
118650,42.2801,83.1964,36.5211,28.939,5.4386
118660,41.5124,82.9704,36.5213,28.9392,5.4386
118670,42.0279,82.8392,36.5065,28.9257,5.421
118680,41.4781,82.9338,36.5173,28.9484,5.7177
118690,42.0838,83.0061,36.5065,28.9352,5.7169
118700,40.4384,83.1566,36.5186,28.9534,5.7409
118710,40.4759,83.0929,36.4939,28.9275,5.7192
118720,39.4391,83.1646,36.4951,28.93,5.7201
118730,39.6228,83.2522,36.4952,28.9302,5.7201
118740,39.2804,83.3849,36.5085,28.9408,4.5117
118750,40.7413,83.4521,36.5189,28.9522,4.5239
118760,38.7023,83.4831,36.514,28.9334,4.5158
118770,39.0402,83.4781,36.5267,28.9557,4.5183
118780,38.6041,83.4547,36.5368,28.9618,4.5239
118790,39.4603,83.2309,36.552,28.9766,4.5393
118800,39.1189,83.0595,36.5425,28.9697,4.2544
118810,43.0634,82.8966,36.5427,28.9699,4.2544
118820,41.3323,82.7136,36.541,28.9694,4.2558
118830,47.3226,83.2576,36.5419,28.9652,4.2562
118840,53.6579,83.4854,36.5367,28.9646,4.2541
118850,59.757,84.2282,36.5373,28.9655,4.2539
118860,60.0484,84.4715,36.5445,28.9736,5.3126
118870,61.4188,84.4377,36.5409,28.9644,5.3246
118880,59.3738,84.6149,36.5419,28.964,5.312
118890,57.9408,84.5669,36.545,28.9654,5.3107
118900,58.4698,84.9593,36.5433,28.9631,5.3109
118910,58.6398,85.624,36.5425,28.9676,5.3477
118920,58.5674,86.2714,36.5473,28.967,6.5949
118930,58.6948,86.7148,36.5888,29.0047,6.6007
118940,55.5402,86.6661,36.5624,28.9839,6.5971
118950,55.9174,87.0056,36.5715,28.9874,6.6198
118960,57.4016,87.2027,36.5782,28.9907,6.6194
118970,57.381,86.69,36.5632,28.9764,6.6137
118980,55.6221,86.7685,36.569,28.9804,8.3531
118990,55.0441,86.9801,36.5649,28.9759,8.3522
119000,53.7585,87.2712,36.567,28.9782,8.3655
119010,53.201,87.7212,36.5688,28.9801,8.3601
119020,52.7309,87.9848,36.5796,28.9909,8.3641
119030,52.1416,87.5387,36.5754,28.9863,8.3641
119040,51.3241,87.606,36.5729,28.9854,6.8408
119050,53.2606,87.7986,36.5884,29.0006,6.8549
119060,51.8655,87.8999,36.6075,29.0196,6.858
119070,51.5729,87.6713,36.5906,29.0008,6.85
119080,50.425,87.5313,36.608,28.9971,6.8441
119090,50.1055,87.4634,36.625,29.0089,6.8585
119100,49.9472,87.2751,36.6457,29.0284,7.3946
119110,51.4651,87.041,36.6431,29.0247,7.3911
119120,48.6256,86.8362,36.6235,29.0051,7.3528
119130,49.0633,86.895,36.6315,29.0138,7.3905
119140,49.094,86.8728,36.6293,29.0112,7.388
119150,49.1516,86.8538,36.622,29.0035,7.3911
119160,47.9224,86.8965,36.6392,29.0187,6.3595
119170,49.3353,86.895,36.6146,28.9943,6.3524
119180,49.1152,86.9745,36.6197,29.0131,6.3786
119190,49.5523,86.9674,36.6315,29.0131,6.3752
119200,49.6857,86.778,36.6372,29.0158,6.3795
119210,51.3151,86.8344,36.6289,29.0104,6.3686
119220,50.0247,86.8313,36.6279,29.0088,6.8327
119230,51.1913,86.7014,36.5786,28.9551,6.7822
119240,52.0141,86.8679,36.5917,28.9627,6.7665
119250,51.6379,86.8795,36.602,28.9798,6.7684
119260,50.2814,86.7994,36.5821,28.9567,6.7707
119270,50.8091,86.7762,36.5852,28.96,6.7734
119280,51.1296,86.7032,36.5738,28.9516,6.3067
119290,52.5123,86.6967,36.5782,28.9523,6.3012
119300,51.9925,86.4469,36.5994,28.9719,6.3091
119310,50.9138,86.2778,36.5803,28.9557,6.304
119320,51.2586,86.0726,36.586,28.9615,6.3084
119330,50.5272,85.7636,36.594,28.9686,6.3118
119340,49.5377,85.5367,36.599,28.9725,6.784
119350,52.7826,85.5183,36.6056,28.9799,6.7937
119360,53.6,85.3667,36.5704,28.9497,6.7945
119370,53.1129,85.0245,36.5392,28.9223,6.7708
119380,53.1493,84.9646,36.5778,28.9465,6.7878
119390,52.4223,84.9993,36.6042,28.9853,6.8482
119400,51.798,84.9164,36.6184,28.9936,7.5852
119410,54.4737,84.9419,36.6158,28.9951,7.593
119420,53.4481,85.0984,36.6586,29.041,7.6224
119430,53.5581,85.0536,36.6439,29.02,7.6099
119440,52.0696,84.9133,36.654,29.0307,7.6121
119450,50.5414,84.8599,36.6508,29.0253,7.614
119460,49.2927,84.8831,36.649,29.0262,8.994
119470,49.9856,85.1062,36.6459,29.0219,8.9916
119480,50.5734,85.2115,36.65,29.0283,9.0046
119490,51.1562,85.2117,36.6464,29.0206,8.9961
119500,53.3783,85.3554,36.6424,29.0153,9.0092
119510,55.6764,85.4694,36.656,29.0309,9.0035
119520,55.02,85.3563,36.6674,29.0365,7.8526
119530,53.2477,84.9316,36.6471,29.0196,7.8362
119540,48.9739,84.6472,36.6417,29.0124,7.8523
119550,48.2747,84.4836,36.6734,29.0426,7.8499
119560,48.7273,84.1731,36.6515,29.0248,7.848
119570,48.7844,84.1354,36.652,29.0242,7.8495
119580,47.1112,84.1564,36.6468,29.0234,6.1949
119590,49.1923,84.0712,36.6527,29.026,6.2004
119600,48.1445,84.0775,36.6363,29.0126,6.1905
119610,46.0387,83.8778,36.6533,29.0273,6.207
119620,47.773,83.8498,36.6535,29.0277,6.1979
119630,50.7828,84.0028,36.6571,29.0324,6.2
119640,52.2994,84.2556,36.6591,29.035,6.528
119650,55.3715,84.3862,36.6594,29.0351,6.528
119660,52.1879,84.2111,36.6576,29.025,6.5379
119670,50.1875,84.0091,36.6585,29.0348,6.5311
119680,49.5775,84.2542,36.691,29.0587,6.5334
119690,49.02,84.0917,36.6601,29.0434,6.5315
119700,50.5571,84.1406,36.6526,29.0342,8.3902
119710,53.5876,84.1627,36.6661,29.0466,8.3852
119720,49.0093,84.0758,36.6554,29.0425,8.3789
119730,46.8328,83.8507,36.6661,29.0476,8.393
119740,46.4091,83.6776,36.6426,29.0286,8.3928
119750,45.6521,83.6174,36.6442,29.0286,8.3921
119760,45.7056,83.7545,36.6397,29.0247,6.5449
119770,47.9784,83.8016,36.6413,29.0268,6.545
119780,48.596,83.793,36.6293,29.0362,6.5922
119790,50.1149,83.8666,36.6087,29.0031,6.5602
119800,50.9913,83.9257,36.598,29.0004,6.5681
119810,54.3368,84.1125,36.6043,29.0019,6.5637
119820,53.851,84.1566,36.5982,29.0,8.1911
119830,52.9211,83.9335,36.6032,29.0005,8.1846
119840,51.3124,83.773,36.6048,29.0023,8.1896
119850,49.9659,83.5728,36.6032,28.9999,8.1885
119860,50.0414,83.4242,36.6005,28.9962,8.1923
119870,48.6592,83.2792,36.5627,28.9704,8.1896
119880,49.2385,83.1737,36.5843,28.9868,9.3547
119890,51.2734,83.2487,36.5742,28.9867,9.35
119900,47.9293,83.1393,36.5857,28.988,9.3512
119910,47.9293,83.1133,36.586,28.9882,9.3512
119920,47.1159,82.9872,36.5855,28.9879,9.3517
119930,46.358,82.9299,36.5957,28.996,9.3507
119940,45.051,83.0892,36.5966,28.9976,8.6672
119950,45.0912,82.9762,36.5883,28.9886,8.6619
119960,43.2091,82.7905,36.561,28.9647,8.6555
119970,41.2779,82.7468,36.6257,29.0178,8.6603
119980,40.9751,82.5089,36.6336,29.025,8.6321
119990,40.7923,82.1836,36.6364,29.0298,8.6369
120000,38.953,81.9447,36.6355,29.0282,6.9477
120010,43.6747,81.8803,36.6373,29.0301,6.9469
120020,45.5221,81.9792,36.6236,29.019,6.9309
120030,46.8491,82.0302,36.6358,29.0286,6.9298
120040,42.8194,81.6105,36.6325,29.0241,6.9344
120050,40.1013,81.3699,36.6245,29.0238,6.9336
120060,40.601,81.3375,36.6439,29.0361,7.4491
120070,43.0969,81.2521,36.6612,29.0499,7.4538
120080,49.4211,82.186,36.6571,29.0438,7.4576
120090,49.1753,82.1597,36.6071,29.0096,7.4643
120100,46.4203,81.7516,36.6397,29.0297,7.4498
120110,45.9363,81.6284,36.6318,29.0261,7.4494
120120,43.658,81.2344,36.6304,29.0242,10.0943
120130,43.7574,81.0987,36.6209,29.0124,10.0608
120140,43.6353,81.1596,36.6133,29.0092,10.1115
120150,42.5383,81.2523,36.6141,29.0098,10.1094
120160,42.0089,81.1599,36.616,29.0105,10.1073
120170,42.2092,81.1879,36.6315,29.0238,10.1119
120180,40.2208,81.0213,36.6037,29.0018,8.6412
120190,41.1702,81.0654,36.6158,29.0127,8.6369
120200,39.1264,81.1424,36.6078,29.0051,8.6381
120210,40.459,81.3541,36.6227,29.0182,8.6418
120220,41.2368,81.6623,36.6115,29.0097,8.6429
120230,41.5515,81.5026,36.6177,29.0133,8.6409
120240,41.579,81.5387,36.6293,29.0222,6.6066
120250,42.1014,81.3862,36.6198,29.0165,6.6033
120260,39.551,81.3065,36.6096,28.9956,6.5922
120270,40.0431,81.4961,36.6102,29.0049,6.5852
120280,40.2645,81.4886,36.6103,29.0051,6.5852
120290,39.1643,81.3489,36.6199,29.0056,6.5887
120300,39.012,81.3455,36.6003,28.995,6.8459
120310,41.5115,81.2416,36.606,29.0,6.8497
120320,37.7362,81.0785,36.6015,28.995,6.8527
120330,37.6907,81.1386,36.62,29.0102,6.8599
120340,37.1062,81.0285,36.6138,29.0053,6.86
120350,37.7009,81.0472,36.6448,29.0271,6.8647
120360,36.831,81.0466,36.6432,29.0225,4.861
120370,40.9727,81.1171,36.6287,29.0053,4.8493
120380,40.9041,81.337,36.631,29.0079,4.8676
120390,40.2127,81.3039,36.6244,28.9992,4.866
120400,40.3636,81.3201,36.6313,29.0082,4.8676
120410,40.7968,81.2276,36.631,29.008,4.8683
120420,39.5959,81.1714,36.6367,29.0093,5.124
120430,41.7502,81.2964,36.6399,29.0122,5.1242
120440,43.8242,81.884,36.6364,29.0083,5.123
120450,45.7713,82.4848,36.6445,29.0144,5.1247
120460,46.5624,82.8139,36.6369,29.0087,5.123
120470,45.3449,82.6717,36.6388,29.0135,5.1232
120480,43.2396,81.8399,36.6253,29.0036,5.4455
120490,44.0,81.9025,36.63,29.0065,5.4646
120500,43.7292,82.0079,36.6357,29.0124,5.4662
120510,43.6281,82.0632,36.6348,29.0124,5.4663
120520,43.2072,82.1605,36.6321,29.0123,5.4693
120530,43.715,82.2667,36.6292,29.005,5.449
120540,43.2668,82.2349,36.6341,29.0083,6.4635
120550,43.7582,82.1643,36.6353,29.0097,6.4633
120560,41.5686,82.1424,36.6354,29.0098,6.4633
120570,41.2367,82.197,36.6352,29.0097,6.4642
120580,42.4553,82.3294,36.6336,29.0082,6.4645
120590,41.8067,82.3328,36.631,29.0051,6.451
120600,41.2965,82.3072,36.6424,29.0122,4.6453
120610,45.6732,82.45,36.6175,28.9967,4.6485
120620,45.3164,82.8674,36.6286,29.0027,4.6423
120630,49.7162,83.2567,36.6288,29.0028,4.6423
120640,49.6253,83.4733,36.6284,29.0015,4.6403
120650,51.5424,83.9313,36.6277,29.0017,4.6356
120660,49.9717,83.9015,36.6191,29.0044,6.2376
120670,50.2443,83.4748,36.6324,29.001,6.2614
120680,46.2926,82.9681,36.6011,28.9661,6.2529
120690,44.9272,82.7349,36.636,29.0026,6.2681
120700,46.2453,82.915,36.6142,28.9843,6.2653
120710,46.3465,82.7598,36.6158,28.9854,6.2636
120720,45.3751,82.5702,36.6081,28.9749,7.6411
120730,47.7951,82.626,36.6083,28.9751,7.6411
120740,45.4349,82.5323,36.6085,28.9761,7.6425
120750,43.2714,82.4074,36.596,28.965,7.6344
120760,41.8888,82.3303,36.6151,28.9792,7.6436
120770,40.5715,82.1251,36.6383,28.9998,7.6009
120780,40.1725,82.0023,36.609,28.9835,6.2077
120790,42.8478,82.1101,36.604,28.9821,6.244
120800,42.2531,82.3968,36.6019,28.9833,6.227
120810,43.8511,82.5778,36.6641,29.0369,6.2181
120820,43.3856,82.279,36.6311,29.0004,6.2064
120830,43.5426,82.4246,36.656,29.0367,6.2164
120840,41.958,82.1811,36.645,29.0275,6.0788
120850,43.6637,82.201,36.6389,29.0202,6.0756
120860,42.2929,82.3578,36.6419,29.0246,6.0744
120870,42.0626,82.2915,36.6566,29.0373,6.0652
120880,42.0527,82.2248,36.6836,29.063,6.1111
120890,46.0267,82.5288,36.6848,29.0522,6.1109
120900,49.479,82.9866,36.6143,29.0004,6.3428
120910,55.9486,83.3542,36.6423,29.0206,6.376
120920,51.0307,82.9119,36.6424,29.0222,6.3775
120930,44.2646,82.2905,36.6444,29.0237,6.3756
120940,41.1955,82.0657,36.6338,29.0155,6.3795
120950,40.6051,82.0044,36.6421,29.021,6.376
120960,38.7481,82.0156,36.632,29.0099,8.8382
120970,40.7234,82.0268,36.6396,29.0135,8.8312
120980,38.4246,81.9303,36.6656,29.0442,8.8364
120990,38.7267,81.9907,36.6603,29.037,8.8491
121000,39.8617,82.2078,36.674,29.0487,8.8539
121010,41.0662,82.5987,36.6741,29.049,8.8504
121020,41.5153,82.976,36.7076,29.0783,5.5667
121030,43.3668,83.0963,36.7478,29.1161,5.569
121040,42.7193,83.0463,36.7508,29.1143,5.568
121050,42.0625,83.0354,36.7432,29.1114,5.5778
121060,42.6897,83.0818,36.753,29.1162,5.5728
121070,42.918,82.9507,36.7574,29.1228,5.5597
121080,42.0978,83.1197,36.7537,29.1293,6.9907
121090,45.9,83.231,36.7535,29.1201,6.965
121100,45.4944,83.1757,36.7326,29.1018,6.9651
121110,46.4236,83.1561,36.7687,29.1305,6.9828
121120,45.4833,82.9978,36.7736,29.1397,6.9963
121130,44.4213,82.632,36.7662,29.1303,6.9533
121140,42.8523,82.345,36.7467,29.1141,10.6287
121150,42.8984,82.2102,36.7482,29.116,10.6356
121160,40.7254,82.1617,36.7504,29.117,10.6313
121170,38.7938,82.0417,36.7475,29.1142,10.634
121180,39.1356,82.0574,36.7493,29.1173,10.633
121190,43.543,82.4987,36.7498,29.1183,10.6359
121200,43.632,82.5096,36.7619,29.1255,8.3129
121210,46.7,81.9668,36.7518,29.1157,8.3094
121220,42.3242,81.7189,36.7586,29.1206,8.3158
121230,41.7917,81.7002,36.7597,29.1229,8.3136
121240,41.6344,81.6965,36.7427,29.1053,8.298
121250,42.7612,81.8161,36.7476,29.1113,8.2962
121260,44.9261,81.8336,36.7534,29.1197,7.4587
121270,46.6418,81.4804,36.7718,29.1388,7.4682
121280,45.7419,81.7401,36.78,29.1447,7.4699
121290,46.0448,81.8507,36.7757,29.1431,7.4596
121300,44.7279,81.63,36.7605,29.1317,7.469
121310,42.6333,81.5826,36.7516,29.1214,7.4548
121320,41.135,81.6848,36.7523,29.1204,9.1589
121330,43.218,81.7896,36.7527,29.1161,9.1593
121340,40.1922,81.6972,36.752,29.1157,9.1595
121350,40.3506,81.9263,36.7548,29.1204,9.1495
121360,40.8859,81.8198,36.7586,29.1255,9.1584
121370,40.625,82.0212,36.7861,29.1446,9.1756
121380,42.0403,82.0918,36.7383,29.127,10.2897
121390,43.4751,82.347,36.7624,29.1328,10.2384
121400,42.5723,82.2103,36.7371,29.1139,10.2248
121410,42.2354,82.3294,36.7491,29.1195,10.2542
121420,41.3231,82.2291,36.7525,29.1253,10.2527
121430,42.9573,82.2428,36.7552,29.1248,10.2535
121440,41.993,82.2326,36.7564,29.1243,9.2149
121450,44.0074,82.3711,36.7587,29.1282,9.2126
121460,42.9595,82.4467,36.7576,29.127,9.2064
121470,44.311,82.703,36.7571,29.1271,9.2065
121480,44.031,82.5755,36.7524,29.1206,9.2056
121490,41.9897,82.3702,36.7522,29.1197,9.22
121500,41.2561,82.332,36.7668,29.134,6.9208
121510,43.7589,82.1877,36.7656,29.1332,6.9371
121520,39.518,81.9779,36.7596,29.1276,6.9352
121530,43.3239,82.2013,36.7581,29.125,6.9363
121540,45.3628,82.4216,36.7584,29.1255,6.9356
121550,44.1703,82.3792,36.7598,29.1274,6.9345
121560,42.672,82.3476,36.767,29.14,5.9032
121570,42.4584,82.2069,36.7596,29.1316,5.9006
121580,41.7347,82.3642,36.7525,29.1297,5.9055
121590,40.8354,82.3603,36.7696,29.1426,5.9068
121600,39.9244,82.0295,36.7653,29.1469,5.9104
121610,38.1069,81.9034,36.7682,29.1467,5.906
121620,38.8662,81.8904,36.7689,29.1438,5.8941
121630,41.7075,82.1631,36.7691,29.144,5.8941
121640,42.5042,82.4184,36.7683,29.144,5.8944
