Time,cpu_util_percent,mem_util_percent,net_in,net_out,disk_usage_percent
528640,31.5838,84.8788,44.3971,35.2235,4.6382
528650,30.7583,85.0621,44.3934,35.2164,4.6398
528660,29.5119,85.1369,44.3909,35.2184,4.9664
528670,30.8946,85.1583,44.386,35.2141,4.9634
528680,29.1428,84.9732,44.3857,35.2144,4.9642
528690,29.123,84.6666,44.3863,35.2149,4.9642
528700,27.7492,84.3516,44.3772,35.2041,4.9639
528710,26.8183,84.2449,44.3842,35.212,4.9644
528720,27.5623,84.2463,44.375,35.2071,6.0782
528730,29.4382,84.4352,44.3727,35.2036,6.0772
528740,27.8978,84.5451,44.3776,35.2077,6.0759
528750,28.57,84.8891,44.3745,35.2061,6.0743
528760,29.4957,84.9675,44.3779,35.208,6.0759
528770,29.6011,85.0547,44.3755,35.2063,6.0733
528780,30.0566,84.9713,44.3352,35.1748,6.9116
528790,32.776,84.9806,44.3942,35.2247,6.9502
528800,32.9995,84.9925,44.3764,35.2074,6.9422
528810,30.7239,84.9476,44.391,35.2187,6.9421
528820,31.4263,84.9382,44.3829,35.2125,6.9463
528830,33.752,84.8794,44.3862,35.214,6.9393
528840,34.3488,84.9384,44.3917,35.2197,6.5069
528850,34.0451,84.7198,44.3871,35.2147,6.5054
528860,30.5124,84.6178,44.3871,35.216,6.5069
528870,30.242,84.6236,44.3913,35.2216,6.5078
528880,31.3476,84.789,44.3898,35.2187,6.5068
528890,30.6665,84.7597,44.3925,35.2204,6.5069
528900,29.6131,84.6941,44.3793,35.2103,5.878
528910,31.8957,84.5398,44.3836,35.2111,5.8806
528920,28.4461,84.4732,44.3757,35.2046,5.8779
528930,28.2076,84.0268,44.3771,35.2068,5.8782
528940,29.1694,84.0065,44.3783,35.208,5.875
528950,30.5853,84.102,44.381,35.2101,5.8787
528960,36.0753,84.1511,44.3837,35.2116,5.3693
528970,42.9429,84.2465,44.3825,35.2145,5.3737
528980,36.1981,84.1732,44.3807,35.2128,5.3742
528990,32.4949,83.8951,44.3889,35.2124,5.3708
529000,33.1326,84.0519,44.391,35.2178,5.3715
529010,30.9697,83.8776,44.3992,35.2241,5.3719
529020,31.8901,83.8197,44.3851,35.2091,6.2654
529030,32.6853,83.6976,44.3857,35.2142,6.2632
529040,30.0999,83.8146,44.3914,35.2179,6.2638
529050,29.0768,83.7749,44.3933,35.2205,6.266
529060,29.0928,83.7127,44.387,35.2149,6.2662
529070,32.9383,84.0762,44.3885,35.2154,6.2625
529080,33.7319,84.4327,44.3943,35.2209,5.6308
529090,36.0188,84.6639,44.4021,35.2276,5.6531
529100,36.2034,85.1398,44.3735,35.2059,5.6631
529110,38.4769,85.7694,44.4003,35.2245,5.6478
529120,37.7877,85.8817,44.3919,35.2186,5.6484
529130,37.004,86.0564,44.3923,35.2186,5.6497
529140,35.6481,86.0902,44.3962,35.2193,10.7737
529150,36.2424,85.9709,44.3937,35.2178,10.7712
529160,35.0363,86.0508,44.3829,35.2051,10.7751
529170,35.188,86.2078,44.3929,35.2203,10.7684
529180,36.4193,86.4356,44.3888,35.2162,10.7731
529190,36.6205,86.8277,44.3954,35.2202,10.7713
529200,37.3938,87.105,44.3968,35.2206,8.1151
529210,42.6195,87.2966,44.3953,35.2195,8.1145
529220,40.8748,87.5506,44.4001,35.2225,8.1139
529230,40.7926,88.1783,44.4068,35.2277,8.1149
529240,40.0494,88.7366,44.3944,35.2215,8.1136
529250,40.6137,89.252,44.3967,35.2201,8.1145
529260,39.907,89.1581,44.3767,35.2154,7.813
529270,41.2788,89.0154,44.3759,35.2144,7.8096
529280,39.7494,89.1336,44.3857,35.2208,7.8122
529290,40.0509,89.148,44.3775,35.2157,7.8107
529300,41.2684,89.205,44.3824,35.2219,7.814
529310,41.5351,89.1925,44.3771,35.215,7.8113
529320,41.0118,89.1523,44.4046,35.2212,7.7709
529330,43.9593,89.3018,44.4419,35.2575,7.7713
529340,39.4878,89.0835,44.4184,35.2388,7.7817
529350,38.6678,88.9431,44.4106,35.2308,7.7708
529360,38.6247,88.7278,44.4114,35.2332,7.7729
529370,39.2952,88.6985,44.4026,35.225,7.7656
529380,38.9185,88.6212,44.4009,35.2227,5.6723
529390,41.384,88.5496,44.4017,35.2243,5.6727
529400,41.4181,88.8016,44.4016,35.2232,5.6721
529410,41.1076,88.9074,44.3965,35.2196,5.6731
529420,43.5376,89.1117,44.4023,35.2236,5.6721
529430,43.3118,88.9234,44.4067,35.2273,5.6741
529440,40.9424,88.5272,44.4048,35.2246,8.7456
529450,42.0954,88.2615,44.4051,35.2248,8.7456
529460,39.741,88.1052,44.4055,35.2249,8.7456
529470,39.2055,88.0195,44.4043,35.2242,8.7456
529480,39.2297,87.9183,44.4044,35.2234,8.7462
529490,38.292,87.7305,44.4065,35.2254,8.7456
529500,37.0206,87.6451,44.4087,35.2252,8.7467
529510,41.4788,87.5875,44.4005,35.2184,8.7417
529520,40.9713,87.9161,44.4037,35.2271,8.7513
529530,43.2589,88.4107,44.3982,35.2156,8.7449
529540,42.7533,88.2359,44.403,35.2218,8.7425
529550,43.7619,88.2366,44.4043,35.2204,8.7299
529560,43.9101,88.0255,44.4092,35.2265,7.1973
529570,43.8404,87.8274,44.4086,35.2261,7.1987
529580,41.9122,87.8914,44.4175,35.2361,7.1789
529590,43.6198,87.9391,44.4102,35.227,7.1973
529600,43.4148,87.8597,44.4087,35.2254,7.1791
529610,41.9098,87.9551,44.4055,35.2259,7.1994
529620,38.9566,87.7883,44.4007,35.2211,9.4299
529630,41.3485,87.914,44.421,35.2392,9.4488
529640,39.216,87.7449,44.4029,35.2216,9.4454
529650,39.3879,87.65,44.3958,35.2131,9.4305
529660,40.6646,87.4291,44.4042,35.2225,9.4431
529670,41.4977,87.14,44.403,35.2212,9.4449
529680,41.8945,87.3818,44.411,35.2259,7.074
529690,45.9647,87.5752,44.4136,35.2303,7.0764
529700,42.9711,87.7736,44.4217,35.2398,7.0805
529710,43.9474,88.0326,44.4145,35.2298,7.0747
529720,41.7558,88.135,44.4141,35.2293,7.0756
529730,41.4885,88.1549,44.419,35.2327,7.0767
529740,42.4129,88.2288,44.415,35.2308,7.6495
529750,44.3782,88.4957,44.4151,35.2309,7.6504
529760,42.6996,88.5147,44.4153,35.2308,7.6497
529770,42.088,88.4181,44.4145,35.2315,7.647
529780,41.3462,88.2797,44.4141,35.23,7.6498
529790,40.7435,88.1969,44.4164,35.2314,7.6495
529800,39.8194,88.1065,44.4169,35.2314,6.2983
529810,42.8006,88.0093,44.4158,35.2305,6.2982
529820,39.5113,88.1222,44.4166,35.2312,6.2986
529830,39.0673,88.3114,44.4075,35.2234,6.3001
529840,40.7812,88.418,44.4233,35.2349,6.2948
529850,40.6175,88.5889,44.4075,35.2227,6.2992
529860,43.0361,88.6415,44.4144,35.2276,8.8684
529870,43.2261,88.6997,44.4157,35.229,8.8666
529880,40.4097,88.6452,44.4121,35.227,8.8745
529890,39.8651,88.3587,44.4124,35.2261,8.8643
529900,39.2968,87.9672,44.4162,35.2292,8.8689
529910,38.1137,87.4271,44.4129,35.2255,8.865
529920,36.7076,87.0737,44.4251,35.2413,8.8012
529930,38.333,86.9206,44.4326,35.2447,8.8022
529940,35.003,86.5059,44.4205,35.2336,8.8004
529950,33.1969,86.1962,44.4236,35.2377,8.7983
529960,33.3776,86.1589,44.4238,35.2379,8.7983
529970,32.9804,85.8642,44.4197,35.2372,8.7982
529980,31.7094,85.6641,44.4185,35.2319,6.5934
529990,37.0894,86.0388,44.4211,35.2357,6.5939
530000,41.9521,86.2689,44.4189,35.2308,6.5906
530010,41.2251,86.319,44.4198,35.2336,6.5952
530020,40.3936,86.4538,44.4221,35.2351,6.5928
530030,39.1576,86.4384,44.4216,35.2337,6.5929
530040,39.4311,86.492,44.4131,35.2278,5.3227
530050,41.5823,86.741,44.408,35.2235,5.3245
530060,40.8791,87.1295,44.3976,35.2127,5.3036
530070,39.7398,87.4412,44.4103,35.227,5.3231
530080,39.6809,87.4038,44.4139,35.2284,5.3231
530090,39.6065,87.6648,44.4117,35.223,5.3221
530100,39.3662,87.8471,44.4185,35.2326,6.6847
530110,43.5595,87.9413,44.4052,35.2195,6.6856
530120,41.2419,87.9855,44.427,35.2391,6.6836
530130,38.3264,87.9296,44.4168,35.2292,6.6839
530140,36.9674,87.8793,44.4194,35.2329,6.6856
530150,36.7639,87.7694,44.4146,35.2274,6.6844
530160,36.6561,87.7432,44.4273,35.2367,5.9349
530170,38.4419,87.9231,44.4257,35.2338,5.9346
530180,37.996,87.981,44.424,35.2389,5.9105
530190,35.9424,87.9273,44.4284,35.2379,5.9349
530200,36.891,87.9289,44.4187,35.2272,5.9357
530210,37.5089,87.8346,44.4579,35.2604,5.9385
530220,36.0053,87.8005,44.426,35.2368,6.3329
530230,36.8719,87.7559,44.4004,35.2139,6.3003
530240,34.4488,87.6246,44.4187,35.2324,6.328
530250,35.1113,87.7741,44.4291,35.2434,6.3259
530260,39.2897,88.1313,44.4201,35.2329,6.326
530270,38.9666,88.4454,44.4179,35.231,6.3082
530280,38.2278,88.9483,44.4206,35.2296,7.419
530290,41.2007,89.6682,44.4318,35.2427,7.4341
530300,43.0456,90.0773,44.4305,35.2397,7.4319
530310,45.8581,90.4202,44.4288,35.237,7.4322
530320,45.607,90.3383,44.4283,35.2352,7.4243
530330,42.3607,89.7931,44.4271,35.2376,7.4334
530340,39.9031,89.5364,44.432,35.2417,12.0778
530350,42.8403,89.6495,44.4511,35.2555,12.0822
530360,42.5316,89.6477,44.4258,35.2313,12.0809
530370,42.3759,89.3441,44.4338,35.2402,12.0769
530380,41.2642,88.9524,44.4342,35.2404,12.0769
530390,38.7047,88.4023,44.432,35.2386,12.0779
530400,37.2462,88.1318,44.4346,35.2397,12.3347
530410,40.3001,88.0105,44.4359,35.2397,12.3362
530420,35.9702,87.9842,44.4353,35.2401,12.3347
530430,35.0228,87.874,44.4362,35.2439,12.3415
530440,35.3088,87.9496,44.4299,35.2321,12.3373
530450,36.5418,88.4296,44.4481,35.2486,12.343
530460,35.8071,88.8419,44.4333,35.2379,8.656
530470,37.316,88.7514,44.4338,35.2402,8.6652
530480,35.3219,88.8022,44.4344,35.2363,8.6621
530490,36.9364,88.6319,44.4374,35.2422,8.6624
530500,34.9002,88.1544,44.4494,35.2526,8.6628
530510,32.7747,87.8201,44.4469,35.2515,8.6591
530520,32.5173,87.6648,44.4292,35.2368,7.5579
530530,32.9975,87.6023,44.4385,35.2421,7.5592
530540,31.6135,87.603,44.4296,35.2371,7.5579
530550,31.4687,87.4567,44.4298,35.2372,7.5579
530560,30.4151,87.2263,44.4269,35.2338,7.5593
530570,28.9775,87.002,44.4237,35.2351,7.5375
530580,29.9339,87.0331,44.4369,35.2423,6.3488
530590,32.5598,87.0252,44.4054,35.1921,6.3254
530600,31.6458,87.1038,44.4329,35.2421,6.3489
530610,32.2153,87.0825,44.436,35.2419,6.3287
530620,32.9502,86.8788,44.44,35.2443,6.3499
530630,34.0055,86.6545,44.4349,35.2405,6.3517
530640,35.3723,86.6092,44.4305,35.2398,11.6563
530650,38.0637,86.9124,44.4348,35.2402,11.6586
530660,37.8371,87.1471,44.4321,35.2388,11.656
530670,36.4325,87.3265,44.436,35.243,11.659
530680,35.4892,87.7795,44.4481,35.2538,11.6561
530690,36.5045,88.212,44.4208,35.2268,11.6544
530700,36.8972,88.4294,44.443,35.2467,10.5254
530710,39.629,88.4906,44.4375,35.2427,10.5245
530720,35.2072,88.5407,44.4397,35.2434,10.5259
530730,34.7582,88.6635,44.4448,35.2479,10.5267
530740,35.6406,88.7714,44.4418,35.2443,10.5246
530750,37.6722,89.01,44.4441,35.2465,10.5259
530760,36.2617,89.0666,44.4126,35.2089,8.5163
530770,37.8508,88.9288,44.4359,35.2383,8.524
530780,37.5959,88.7624,44.4535,35.2532,8.5291
530790,37.343,88.5603,44.4464,35.2478,8.5252
530800,36.4353,88.4032,44.4625,35.2608,8.5299
530810,35.47,87.998,44.4478,35.2492,8.5234
530820,36.3631,87.8516,44.4371,35.2437,7.7189
530830,36.26,87.8889,44.4357,35.2398,7.7162
530840,34.7795,87.5535,44.4466,35.2488,7.7174
530850,34.3554,87.3356,44.4374,35.2406,7.7163
530860,34.404,87.3892,44.4352,35.2393,7.7165
530870,35.5623,88.0173,44.439,35.2436,7.7174
530880,37.8049,88.627,44.4471,35.2476,7.783
530890,40.3878,88.5802,44.4484,35.2496,7.7883
530900,38.1707,88.3314,44.4446,35.2455,7.7889
530910,39.6885,88.2378,44.4422,35.2436,7.7903
530920,39.8721,88.281,44.4419,35.2446,7.7927
530930,37.7319,87.9759,44.4465,35.2465,7.7889
530940,36.4756,87.6986,44.4343,35.229,13.8898
530950,39.67,87.5557,44.4506,35.2537,13.8858
530960,36.3205,87.0408,44.4399,35.2423,13.8836
530970,33.5225,86.6518,44.4377,35.2397,13.8815
530980,31.8129,86.5467,44.4393,35.2422,13.8835
530990,29.9251,86.4557,44.4404,35.2427,13.8836
531000,29.0379,86.3394,44.4449,35.2488,10.6201
531010,32.1184,86.2923,44.4519,35.2536,10.6209
531020,29.5152,86.4465,44.4413,35.244,10.6171
531030,30.3511,86.601,44.4366,35.2401,10.6183
531040,31.718,86.6153,44.4401,35.2416,10.6178
531050,37.0921,86.4009,44.4413,35.2434,10.6169
531060,35.4893,86.1775,44.4503,35.2478,9.5716
531070,32.2926,86.2322,44.4512,35.2495,9.5717
531080,30.0306,86.3576,44.446,35.2442,9.5672
531090,34.5658,87.1524,44.4457,35.2444,9.5706
531100,35.3439,87.3638,44.4441,35.2443,9.5713
531110,32.9661,87.0785,44.4439,35.2441,9.571
531120,31.6445,86.9667,44.4482,35.2469,9.3382
531130,33.3306,86.8678,44.449,35.2476,9.3411
531140,32.2696,87.0711,44.4399,35.2375,9.3337
531150,31.6815,87.0807,44.452,35.2502,9.3353
531160,31.8695,86.7295,44.4535,35.2532,9.3377
531170,32.3871,86.7804,44.4585,35.2582,9.3284
531180,31.8685,86.747,44.4691,35.2651,9.1895
531190,31.8231,86.7722,44.4635,35.2611,9.1904
531200,32.7963,86.882,44.4526,35.2523,9.1881
531210,36.4865,86.9815,44.4543,35.2548,9.187
531220,39.0694,86.7406,44.4508,35.2504,9.1865
531230,36.8801,86.5952,44.4473,35.249,9.1914
531240,34.6519,86.5064,44.4549,35.2532,9.4303
531250,34.9493,86.4634,44.4531,35.2515,9.4295
531260,33.4043,86.2727,44.4531,35.2508,9.4308
531270,34.1374,86.2096,44.4529,35.2501,9.4304
531280,35.557,86.7274,44.4552,35.2539,9.432
531290,38.7754,87.5157,44.4564,35.2539,9.4303
531300,38.3207,88.2994,44.4491,35.2466,10.0261
531310,41.435,88.8235,44.4808,35.2651,10.0393
531320,39.0249,88.6906,44.4472,35.2507,10.029
531330,37.1542,88.7229,44.471,35.2646,10.0339
531340,35.4709,88.4539,44.4573,35.2543,10.0225
531350,34.2189,88.1933,44.4541,35.2578,10.0274
531360,34.5414,88.1618,44.458,35.2551,9.446
531370,37.2613,88.2392,44.4583,35.255,9.4478
531380,40.2121,88.5377,44.4542,35.2507,9.444
531390,40.4204,88.821,44.4558,35.2539,9.4455
531400,39.8788,89.0594,44.4589,35.2558,9.446
531410,39.065,89.0986,44.4536,35.2487,9.4437
531420,37.3677,89.2591,44.4574,35.2536,7.686
531430,40.917,89.6163,44.457,35.254,7.6852
531440,39.6204,90.0348,44.4595,35.2569,7.685
531450,39.9343,90.2311,44.4613,35.2591,7.6873
531460,39.295,89.7733,44.4548,35.2508,7.6887
531470,40.1952,89.7184,44.4587,35.2566,7.6883
531480,44.4691,90.0855,44.4633,35.2603,8.8036
531490,46.4778,90.2417,44.4719,35.2722,8.8111
531500,44.5324,90.2765,44.4488,35.2435,8.8043
531510,43.7161,90.1655,44.4604,35.2518,8.8093
531520,40.9436,89.591,44.4702,35.2614,8.8113
531530,39.5223,89.1955,44.4666,35.2623,8.805
531540,38.1986,89.0776,44.4518,35.2501,8.4783
531550,39.509,88.994,44.4502,35.2492,8.479
531560,38.4511,89.0414,44.4511,35.2511,8.4767
531570,39.1418,89.0396,44.4519,35.2514,8.4798
531580,38.6842,89.1973,44.4526,35.2507,8.4783
531590,40.1738,89.6143,44.453,35.2508,8.4783
531600,40.8712,89.8149,44.4634,35.2583,8.7052
531610,44.2712,90.0746,44.4607,35.2589,8.702
531620,43.1772,90.1952,44.4617,35.2569,8.7035
531630,43.1239,90.0261,44.4706,35.2675,8.7096
531640,42.0437,89.9262,44.4608,35.256,8.7057
531650,41.6253,89.6624,44.4652,35.2598,8.7055
531660,40.402,89.2427,44.4589,35.2529,10.0985
531670,40.547,88.8166,44.48,35.2797,10.1053
531680,41.4551,89.3165,44.4611,35.2547,10.1029
531690,44.7833,90.0355,44.4619,35.2594,10.0856
531700,45.8087,90.4223,44.463,35.2578,10.1076
531710,46.8195,90.4662,44.4622,35.256,10.1007
531720,45.372,90.3446,44.4618,35.26,12.4214
531730,44.6553,90.3088,44.4497,35.2515,12.4208
531740,44.397,90.2814,44.4507,35.2493,12.4226
531750,44.6452,90.1118,44.4543,35.2534,12.4135
531760,42.0459,89.8066,44.4574,35.2552,12.4212
531770,41.6398,89.7684,44.4574,35.257,12.3991
531780,42.1602,90.1199,44.4871,35.2749,11.256
531790,43.2261,89.8979,44.4648,35.2586,11.2509
531800,45.3015,90.3864,44.469,35.2618,11.2499
531810,48.8572,90.5614,44.4673,35.2606,11.2505
531820,50.0759,90.4166,44.4757,35.2674,11.2495
531830,47.7831,89.9965,44.4746,35.2649,11.2538
531840,46.1643,89.7214,44.4681,35.2551,9.473
531850,47.3441,89.729,44.4652,35.2576,9.5019
531860,48.6725,89.9034,44.5083,35.2944,9.5087
531870,47.3115,90.164,44.5028,35.2874,9.5097
531880,42.8702,90.2315,44.4718,35.2636,9.5019
531890,39.8869,90.143,44.4664,35.2612,9.5019
531900,40.6658,90.006,44.4662,35.259,11.1633
531910,43.4378,89.6834,44.471,35.263,11.1651
531920,40.68,89.475,44.4819,35.2706,11.1658
531930,39.3322,89.425,44.4701,35.2616,11.1662
531940,38.4866,89.6267,44.465,35.2589,11.1628
531950,38.3269,89.5243,44.4797,35.2675,11.1793
531960,37.745,89.6618,44.4744,35.2642,9.1934
531970,39.5716,89.6308,44.4796,35.269,9.1934
531980,45.2685,89.8307,44.4728,35.2625,9.1941
531990,44.3083,90.0393,44.4747,35.2646,9.1941
532000,41.6069,90.2984,44.4741,35.265,9.1939
532010,38.9288,90.2621,44.4824,35.2702,9.1971
532020,40.3112,90.5527,44.473,35.263,11.3924
532030,41.9214,90.5414,44.4755,35.2651,11.3934
532040,40.4639,90.1856,44.4749,35.264,11.3927
532050,41.403,90.256,44.4797,35.2699,11.3917
532060,41.4702,90.3125,44.4756,35.2654,11.3935
532070,41.9087,90.213,44.4735,35.2653,11.3934
532080,41.1922,89.7497,44.4744,35.264,12.0925
532090,41.1215,89.3611,44.4763,35.2663,12.093
532100,40.4857,89.4962,44.4748,35.2655,12.095
532110,39.0416,89.4106,44.4768,35.2655,12.0914
532120,39.0205,89.3953,44.4771,35.2656,12.0914
532130,39.4937,89.181,44.4736,35.2633,12.0868
532140,41.6523,89.236,44.4787,35.268,10.4306
532150,41.5556,88.7409,44.4786,35.2677,10.4278
532160,41.3472,88.4096,44.4734,35.2642,10.4299
532170,42.0545,88.5493,44.4725,35.2617,10.4309
532180,42.3143,88.6697,44.4765,35.264,10.4328
532190,42.3252,89.2087,44.4802,35.2689,10.4306
532200,41.8629,89.2035,44.4662,35.2583,11.9192
532210,45.2271,89.2867,44.4845,35.274,11.9576
532220,44.5813,89.3889,44.4781,35.2667,11.9561
532230,44.3269,89.4818,44.4846,35.2759,11.9596
532240,44.4873,89.4828,44.489,35.2763,11.9551
532250,43.979,89.547,44.4841,35.2725,11.9551
532260,43.8158,89.5982,44.4805,35.2675,13.1511
532270,45.2048,89.7541,44.4845,35.2721,13.1546
532280,45.9785,90.0446,44.4816,35.2686,13.1523
532290,46.4295,90.4977,44.4885,35.2717,13.1586
532300,44.8524,90.6897,44.4815,35.2698,13.1559
532310,44.3611,90.6282,44.4822,35.2697,13.1476
532320,42.7756,90.3734,44.4856,35.2711,11.3393
532330,44.9802,90.1697,44.4765,35.2629,11.3362
532340,42.7274,90.1272,44.4834,35.2699,11.3426
532350,43.6026,90.2815,44.4909,35.27,11.3334
532360,44.2725,90.2572,44.4784,35.265,11.3347
532370,42.7083,90.2824,44.4834,35.2674,11.337
532380,41.4293,90.3016,44.5097,35.2942,11.7574
532390,44.5982,90.5104,44.4729,35.2672,11.7412
532400,44.7569,90.6343,44.4868,35.2714,11.7534
532410,43.9602,90.886,44.4838,35.2677,11.7494
532420,43.3941,90.7859,44.4881,35.2719,11.7385
532430,43.4086,90.8358,44.5094,35.2923,11.7569
532440,43.3481,90.9817,44.484,35.2679,12.8331
532450,45.2033,91.4586,44.4822,35.2622,12.8303
532460,43.9393,91.582,44.481,35.2628,12.8355
532470,44.8098,91.5287,44.4817,35.2634,12.8311
532480,43.2583,91.189,44.4796,35.2631,12.8321
532490,43.9965,91.1863,44.4789,35.2616,12.842
532500,44.6787,91.1417,44.49,35.2752,14.4672
532510,47.0719,91.198,44.4858,35.2688,14.4585
532520,44.5624,91.3553,44.4884,35.2736,14.4491
532530,43.8138,91.4029,44.4881,35.2724,14.4595
532540,45.6269,91.5961,44.4894,35.2726,14.4425
532550,46.3562,91.505,44.4898,35.2727,14.4579
532560,46.433,91.2449,44.4873,35.271,12.4807
532570,45.9312,91.1142,44.5163,35.2963,12.5019
532580,47.3197,91.0869,44.502,35.2858,12.5006
532590,46.2977,90.899,44.489,35.2721,12.487
532600,43.2783,90.4088,44.4895,35.2717,12.4837
532610,42.1954,90.2164,44.4898,35.2718,12.4837
532620,42.7489,89.8825,44.4895,35.2707,11.9609
532630,42.829,89.3725,44.4978,35.2784,11.9674
532640,40.1362,89.1848,44.4929,35.2749,11.9612
532650,39.4029,88.9947,44.4926,35.2752,11.9627
532660,41.0028,88.99,44.4896,35.2724,11.9631
532670,42.3137,89.0358,44.4904,35.2708,11.9609
532680,40.9356,88.8815,44.495,35.2772,12.8552
532690,40.315,88.6418,44.4843,35.2687,12.861
532700,37.3424,88.5559,44.4895,35.2701,12.8571
532710,38.5035,88.6282,44.4919,35.2742,12.8545
532720,37.7639,88.2324,44.4933,35.2741,12.8564
532730,36.3247,88.0747,44.4986,35.2804,12.8581
532740,36.2946,87.8912,44.4932,35.2739,12.077
532750,37.5965,88.0731,44.4956,35.2768,12.0776
532760,37.7884,88.2382,44.4775,35.255,12.0807
532770,37.344,88.2082,44.4936,35.2743,12.0789
532780,38.1183,88.1304,44.5106,35.2863,12.0835
532790,38.5574,88.0544,44.498,35.2795,12.0779
532800,38.5038,88.1177,44.4962,35.2776,14.6009
532810,43.2332,87.9212,44.5046,35.2829,14.6072
532820,42.0256,87.8104,44.4971,35.2771,14.5999
532830,47.9416,87.9895,44.4989,35.2799,14.5957
532840,47.3504,87.9049,44.5009,35.2828,14.6002
532850,42.7195,87.6991,44.4907,35.2728,14.6005
532860,43.1118,87.7351,44.5004,35.2777,14.0247
532870,45.5004,87.6986,44.5032,35.282,13.9995
532880,43.9376,87.5475,44.497,35.2782,14.008
532890,41.8749,87.3245,44.4981,35.2803,14.0093
532900,41.6192,87.276,44.4978,35.2797,14.0068
532910,42.1809,87.2692,44.4845,35.2649,14.0106
532920,42.5331,87.3691,44.4852,35.2687,13.0286
532930,45.4958,87.6159,44.5109,35.2951,13.101
532940,42.9206,87.9817,44.4909,35.2732,13.0714
532950,44.0589,88.1006,44.486,35.2701,13.084
532960,44.2728,88.2536,44.4908,35.2705,13.0852
532970,41.8822,88.0643,44.4871,35.2711,13.0771
532980,39.9794,88.0775,44.4986,35.281,12.2278
532990,42.9845,88.4007,44.5021,35.283,12.2357
533000,41.1758,88.1768,44.5035,35.2837,12.2335
533010,40.1369,88.0441,44.5014,35.281,12.235
533020,40.067,88.0886,44.5148,35.2928,12.2363
533030,40.303,88.2523,44.5112,35.2872,12.2142
533040,39.8753,88.4191,44.4918,35.2699,9.8502
533050,39.8675,88.3917,44.5129,35.2917,9.8796
533060,39.4737,88.1682,44.4937,35.2722,9.8715
533070,38.4024,88.2117,44.5024,35.2809,9.8728
533080,40.3287,88.5217,44.5005,35.2787,9.8725
533090,41.2437,88.5228,44.5007,35.2796,9.871
533100,43.0591,88.7555,44.4852,35.2652,9.9916
533110,46.2149,89.0758,44.5106,35.2886,9.9783
533120,44.3729,89.1884,44.5024,35.276,9.9759
533130,42.1519,89.1962,44.5133,35.2941,9.9868
533140,43.9607,89.5124,44.5267,35.3037,9.9549
533150,45.5837,89.8158,44.4962,35.2721,9.9575
533160,42.6376,89.816,44.4104,35.2218,9.7902
533170,43.4154,89.6606,44.4722,35.2687,9.8067
533180,43.3466,89.5968,44.4568,35.2514,9.8007
533190,43.1718,89.3901,44.447,35.2382,9.7939
533200,43.8586,89.3262,44.4534,35.2481,9.7928
533210,44.6594,89.6016,44.4622,35.2561,9.7926
533220,45.2062,89.7969,44.4901,35.2692,11.0486
533230,49.7332,89.8362,44.5088,35.2908,11.0704
533240,49.6168,89.8003,44.4921,35.2708,11.0542
533250,47.1399,89.6295,44.4985,35.2764,11.0455
533260,45.8073,89.6555,44.5075,35.2943,11.041
533270,44.3864,89.6153,44.5162,35.2947,11.058
533280,46.7049,89.9596,44.4906,35.2688,11.608
533290,47.8696,89.8739,44.5006,35.2786,11.6066
533300,46.8351,89.8793,44.5039,35.2888,11.6219
533310,48.3242,89.7064,44.5084,35.2853,11.611
533320,46.8638,89.5644,44.51,35.2846,11.6159
533330,44.5792,89.527,44.5044,35.2779,11.6119
533340,42.7098,89.4729,44.5039,35.2784,15.0783
533350,43.5248,89.478,44.508,35.2864,15.0785
533360,40.6936,89.3022,44.502,35.2754,15.0779
533370,39.1923,89.0699,44.5008,35.2765,15.0754
533380,41.8102,88.8892,44.4989,35.2754,15.0717
533390,43.2379,88.9094,44.5002,35.2788,15.0723
533400,44.4234,88.99,44.5198,35.295,13.7287
533410,48.6127,88.8579,44.5165,35.293,13.745
533420,45.5506,89.0792,44.5101,35.2868,13.7555
533430,44.4698,89.0908,44.509,35.2844,13.7506
533440,46.2089,89.1349,44.5142,35.2913,13.7564
533450,42.6084,89.0402,44.5089,35.2859,13.7566
533460,42.0078,89.3137,44.4976,35.2762,15.0892
533470,44.4636,89.4568,44.5058,35.2809,15.1086
533480,44.6657,89.6669,44.49,35.2666,15.1129
533490,44.801,89.7494,44.5377,35.3182,15.1115
533500,43.5803,89.449,44.5228,35.2957,15.1167
533510,42.623,89.4192,44.509,35.2843,15.1135
533520,43.8534,89.8485,44.5458,35.3264,17.4996
533530,47.0493,90.1387,44.5273,35.2987,17.4782
533540,45.5122,90.1792,44.5244,35.2971,17.4707
533550,47.298,90.4248,44.5013,35.2804,17.4575
533560,46.3479,90.5161,44.5276,35.2997,17.4759
533570,43.8139,89.7551,44.5188,35.2944,17.4724
533580,44.4858,89.9259,44.5139,35.2897,14.2312
533590,46.439,89.9177,44.506,35.2837,14.2277
533600,45.4214,89.9514,44.5051,35.2804,14.2465
533610,44.3539,89.4794,44.5108,35.2869,14.2352
533620,42.9691,89.5121,44.5114,35.2859,14.2384
533630,41.7513,89.3807,44.5138,35.2908,14.2417
533640,40.9507,89.293,44.523,35.2974,13.8212
533650,41.762,89.0926,44.5123,35.2893,13.8097
533660,40.53,89.2153,44.5058,35.285,13.8114
533670,42.689,89.4598,44.5148,35.2908,13.8092
533680,43.4795,89.519,44.5392,35.3113,13.8166
533690,43.6522,89.7861,44.5317,35.305,13.8208
533700,45.7289,89.9158,44.5084,35.2857,12.4595
